id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,_3_4_methylenedioxyphenylacetone,_4f_mdmb_butinaca,_5f_adb,_5f_mdmb_pica,abime,acetylcodeine,acetylthebaol,acide_4_hydroxybutanoique,adb_butinaca,amidon,amphetamine,buprenorphine,cafeine,cbd,cbn,clonazepam,cocaine,codeine,couleur,couleur_exterieur,couleur_exterieur_1,couleur_exterieur_2,couleur_interieur,delta8_tetrahydrocannabinol,delta9_tetrahydrocannabinol,diametre,epaisseur,etiquette,forme,fub_amb,gammabutyrolactone,hauteur,ketamine,lactose,largeur,levamisole,lidocaine,logo,longueur,mannitol,masse,mdmb_4en_pinaca,morphine,n_methyl_tryptamine,nom_de_logo,noscapine,numero_echantillon,o6_monoacetylmorphine,ovule,paracetamol,phenacetine,presentation,procaine,secabilite_recto,secabilite_verso,taux_cbd,taux_cbn,type_drogue,vanilline,visqueux
5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL6,,,,,,,,,,,Divers,,
5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL7,,,,,,,,,,,Divers,,
5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL8,,,,,,,,,,,Divers,,
5102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL9,,,,,,,,,,,Divers,,
5103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL10,,,,,,,,,,,Divers,,
5104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL11,,,,,,,,,,,Divers,,
5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL12,,,,,,,,,,,Divers,,
5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL13,,,,,,,,,,,Divers,,
5107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL14,,,,,,,,,,,Divers,,
5108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL15,,,,,,,,,,,Divers,,
5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL16,,,,,,,,,,,Divers,,
5110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL17,,,,,,,,,,,Divers,,
5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,monstre vert,,BL18,,,,,,,,,,,Divers,,
5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS1,,,,,,,,,,,Divers,,
5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS2,,,,,,,,,,,Divers,,
5114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS3,,,,,,,,,,,Divers,,
5115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS4,,,,,,,,,,,Divers,,
5116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS5,,,,,,,,,,,Divers,,
5117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS6,,,,,,,,,,,Divers,,
5118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS7,,,,,,,,,,,Divers,,
5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS8,,,,,,,,,,,Divers,,
5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS9,,,,,,,,,,,Divers,,
5121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS10,,,,,,,,,,,Divers,,
5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS11,,,,,,,,,,,Divers,,
5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS12,,,,,,,,,,,Divers,,
5124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS13,,,,,,,,,,,Divers,,
5125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS14,,,,,,,,,,,Divers,,
5126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS15,,,,,,,,,,,Divers,,
5127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS16,,,,,,,,,,,Divers,,
5128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS17,,,,,,,,,,,Divers,,
5129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,Oui,,,,,,,deux personnages arc en ciel oncle sam,,GLS18,,,,,,,,,,,Divers,,
5143,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1-1,,0,66.5,,,,,,,,Divers,,
5144,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1-2,,0,66.5,,,,,,,,Divers,,
5145,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1-3,,0,66.5,,,,,,,,Divers,,
5146,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2-1,,0,66.5,,,,,,,,Divers,,
5147,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2-2,,0,66.5,,,,,,,,Divers,,
5148,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2-3,,0,66.5,,,,,,,,Divers,,
5149,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2-4,,0,66.5,,,,,,,,Divers,,
5154,,,,0,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,fiole1,,0,,,,,,,,,Divers,,1
5155,,,,0,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,fiole 2,,0,,,,,,,,,Divers,,1
5159,,,,,,,,,,,,,,,37.5,,,,,,Marron,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,68.8,,,,,,,,Divers,,
5194,,,,,,,,,,,,,,,,,,,,,Vert,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100612,,0,,,,,,,,,Divers,,0
5195,,,,,,,,,,,,,,,,,,,,,Vert,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100613,,0,,,,,,,,,Divers,,0
5207,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2,,0,,,,,,,,,Divers,,
5216,,,,,,,,,,,,,,,35.6,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,24,,0,67.4,,,,,,,,Divers,,
5217,,,,,,,,,,,,,,,35.6,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,26,,0,67.4,,,,,,,,Divers,,
5328,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1-4,,0,66.5,,,,,,,,Divers,,
5329,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1-5,,0,66.5,,,,,,,,Divers,,
5330,,,,,,,,,,,,,,,34,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2-5,,0,66.5,,,,,,,,Divers,,
5424,,,,,,,Non,,,,,,,,34.8,,,,,,,Blanche,,,Blanche,,,,5.05,,Autre,,,8.56,,,14.57,,,Non,,,587,,,,,,1-1,,,,,,,Aucune,Aucune,,,Divers,,
5425,,,,,,,Non,,,,,,,,34.5,,,,,,,Blanche,,,Blanche,,,11.08,5.63,,Circulaire,,,,,,,,,Non,,,629,,,,,,1-2,,,,,,,Aucune,Demi,,,Divers,,
5426,,,,,,,Non,,,,,,,,34.5,,,,,,,Blanche,,,Blanche,,,11.08,5.63,,Circulaire,,,,,,,,,Non,,,629,,,,,,1-3,,,,,,,Aucune,Demi,,,Divers,,
5427,,,,,,,Non,,,,,,,,34.5,,,,,,,Blanche,,,Blanche,,,11.08,5.63,,Circulaire,,,,,,,,,Non,,,629,,,,,,1-4,,,,,,,Aucune,Demi,,,Divers,,
5428,,,,,,,Non,,,,,,,,34.5,,,,,,,Blanche,,,Blanche,,,11.08,5.63,,Circulaire,,,,,,,,,Non,,,629,,,,,,1-5,,,,,,,Aucune,Demi,,,Divers,,
5442,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100647,,0,,,,,,,,,Divers,,
5473,,,,,,,,,,,,,,,38,,,,,,Blanche,,,,,,,,,,,,,,,,,53,,Non,,,,,,,,,21_100587,,0,,,,9,,,,,Divers,,
5560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100671,,,,,Débris végétaux,,,,,,Divers,,
5594,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,7,,0,,,,,,,,,Divers,,
5605,,,,,,,,,,,,,,,35.4,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,G1,,0,66.7,,,,,,,,Divers,,
5786,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100709,,0,,,,,,,,,Divers,,
5815,,,,,,,,,,,,,,,35,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,67.7,,,,,,,,Divers,,
5816,,,,,,,,,,,,,,,35,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,3,,0,67.7,,,,,,,,Divers,,
5817,,,,,,,,,,,,,,,35,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,7,,0,67.7,,,,,,,,Divers,,
5827,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C7-2,,0,65.5,,,,,,,,Divers,,
5828,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C8-2,,0,65.5,,,,,,,,Divers,,
5829,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C13,,0,65.5,,,,,,,,Divers,,
5830,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C7-1,,0,65.5,,,,,,,,Divers,,
5831,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C8-1,,0,65.5,,,,,,,,Divers,,
5832,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C9,,0,65.5,,,,,,,,Divers,,
5833,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C10,,0,65.5,,,,,,,,Divers,,
5834,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C11,,0,65.5,,,,,,,,Divers,,
5835,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C12,,0,65.5,,,,,,,,Divers,,
5865,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,,,,,,,,,Divers,,
5866,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,3,,0,,,,,,,,,Divers,,
5882,,,,,,,,,,,,,,,32.9,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B5,,0,65.6,,,,,,,,Divers,,
5883,,,,,,,,,,,,,,,41.6,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B6,,0,58.4,,,,,,,,Divers,,
5898,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5755,,0,,,,,,,,,Divers,,
5931,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,48,,Non,,,,,,,,,7,,0,,,,,,,,,Divers,,
6009,,,,,,,,,,,,,,,35.2,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,3,,0,67.7,,,,,,,,Divers,,
6010,,,,,,,,,,,,,,,35.2,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,4,,0,67.7,,,,,,,,Divers,,
6066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100764,,,,,Débris végétaux,,,,,,Divers,,
6080,,,,,,,,,,,,,,,35.2,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2,,0,67.7,,,,,,,,Divers,,
6081,,,,,,,,,,,,,,,35.2,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,4,,0,67.7,,,,,,,,Divers,,
6082,,,,,,,,,,,,,,,35.2,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5,,0,67.7,,,,,,,,Divers,,
6083,,,,,,,,,,,,,,,35.2,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,6,,0,67.7,,,,,,,,Divers,,
6084,,,,,,,,,,,,,,,35.2,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,8,,0,67.7,,,,,,,,Divers,,
6085,,,,,,,,,,,,,,,35.2,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,9,,0,67.7,,,,,,,,Divers,,
6086,,,,,,,,,,,,,,,35.2,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,10,,0,67.7,,,,,,,,Divers,,
6106,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,F1,,0,,,,,,,,,Divers,,
6107,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,P1,,0,,,,,,,,,Divers,,
6108,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,P2,,0,,,,,,,,,Divers,,
6109,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,P7,,0,,,,,,,,,Divers,,
6110,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,P8,,0,,,,,,,,,Divers,,
6111,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,P9,,0,,,,,,,,,Divers,,
6116,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,100,,,,,,,Non,,,,,,,,,13,,0,,,,,,,,,Divers,,0
6136,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5754,,0,,,,,,,,,Divers,,
6142,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5350,,0,,,,,,,,,Divers,,
6149,,,,,0,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100705,,0,,,,,,,,,Divers,,0
6150,,,,,0,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100706,,0,,,,,,,,,Divers,,0
6174,,,,,,,Non,,,,,,,,,,,,,,,Bleue,,,Bleue,,,,2.97,,Autre,,,7.2,,,7.46,,,Non,,,142,,,,Forme coeur,,1b,,,,,,,Aucune,Demi,,,Divers,,
6175,,,,,,,Non,,,,,,,,,,,,,,,Bleue,,,Bleue,,,,2.97,,Autre,,,7.2,,,7.46,,,Non,,,142,,,,Forme coeur,,2b,,,,,,,Aucune,Demi,,,Divers,,
6195,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,5.25,,Autre,,,11.21,,,11.19,,,Oui,,,580,,,,tête de tigre - KENZO,,7b-1,,,,,,,Aucune,Aucune,,,Divers,,
6196,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,5.25,,Autre,,,11.21,,,11.19,,,Oui,,,580,,,,tête de tigre - KENZO,,7b-2,,,,,,,Aucune,Aucune,,,Divers,,
6197,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,5.25,,Autre,,,11.21,,,11.19,,,Oui,,,580,,,,tête de tigre - KENZO,,7b-3,,,,,,,Aucune,Aucune,,,Divers,,
6198,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,5.25,,Autre,,,11.21,,,11.19,,,Oui,,,580,,,,tête de tigre - KENZO,,7b-4,,,,,,,Aucune,Aucune,,,Divers,,
6199,,,,,,,Non,,,,,,,,,,,,,,,Rose,,,Rose,,,,5.25,,Autre,,,11.21,,,11.19,,,Oui,,,580,,,,tête de tigre - KENZO,,7b-5,,,,,,,Aucune,Aucune,,,Divers,,
6200,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,98,,,,,,,Non,,,,,,,,,D5-1,,0,,,,,,,,,Divers,,0
6201,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,98,,,,,,,Non,,,,,,,,,D5-2,,0,,,,,,,,,Divers,,0
6202,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,99,,,,,,,Non,,,,,,,,,H2-1,,0,,,,,,,,,Divers,,0
6203,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,99,,,,,,,Non,,,,,,,,,H2-2,,0,,,,,,,,,Divers,,0
6204,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,96,,,,,,,Non,,,,,,,,,H3-1,,0,,,,,,,,,Divers,,0
6205,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,96,,,,,,,Non,,,,,,,,,H3-2,,0,,,,,,,,,Divers,,0
6206,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,96,,,,,,,Non,,,,,,,,,H3-3,,0,,,,,,,,,Divers,,0
6215,,,,,,,Non,,,,,,,,,,,,,,,Blanche,,,Blanche,,,7.12,2.53,,Circulaire,,,,,,,,,Non,,,111,,,,,,39-1,,,,,,,Demi,Demi,,,Divers,,
6219,,,,,,,,,,,,,,,40,,,,,,Vert,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,A1A,,0,60,,,,,,,,Divers,,
6220,,,,,,,,,,,,,,,40,,,,,,Vert,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,E1A,,0,60,,,,,,,,Divers,,
6221,,,,,,,,,,,,,,,40,,,,,,Vert,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,H1A,,0,60,,,,,,,,Divers,,
6225,,,,,,,,,,,,,,,25.9,,,,,,Marron,,,,,,,,,,,,,,,,,,,Non,,,,,,,,8.9,8,,0,47.2,,,,,,,,Divers,,
6242,,,,,,,Non,,,,,,,,,,,,,,,Blanche,,,Blanche,,,8.3,3.5,,Circulaire,,,,,,,,,Oui,,,194,,,,,,1,,,,,,,Aucune,Demi,,,Divers,,
6243,,,,,,,Non,,,,,,,,,,,,,,,Bleue,,,Bleue,,,8.2,3.8,,Circulaire,,,,,,,,,Oui,,,263,,,,S,,1,,,,,,,Aucune,Demi,,,Divers,,
6244,,,,,,,Non,,,,,,,,,,,,,,,Blanche,,,Blanche,,,8.2,3.3,,Circulaire,,,,,,,,,Oui,,,201,,,,,,1,,,,,,,Aucune,Demi,,,Divers,,
6277,,,,,,,Non,,,,,,,,,,,,,,,Bleue,,,Blanche,,,,5,,Autre,,,10.68,,,14.89,,,Oui,,,545,,,,100,,3,,,,,,,Aucune,Aucune,,,Divers,,
6288,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C4,,0,65.5,,,,,,,,Divers,,
6289,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C5,,0,65.5,,,,,,,,Divers,,
6290,,,,,,,,,,,,,,,34.5,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,C6,,0,65.5,,,,,,,,Divers,,
6317,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,21_100838,,0,,100,,,,,,,Divers,,
6408,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,,,,,,,,,Divers,,
6413,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,64.4,,,,,Non,,,,,,,,,poudre,,0,,,,,,,,,Divers,,
6489,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,3-1,,0,84.6,,,,,,,,Divers,,
6490,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,3-2,,0,84.6,,,,,,,,Divers,,
6497,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,BONBONNE BLEUE,,0,,95.9,,,,,,,Divers,,
6504,,,,,,,,,,,,,,,32.6,,,,,,Vert,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,17,,0,67.9,,,,,,,,Divers,,
6505,,,,,,,,,,,,,,,31.1,,,,,,Vert,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,19,,0,66.6,,,,,,,,Divers,,
6572,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.6,,,,,,,,,,,,,Non,,,,,,,,,8,,,,,Morceaux,,,,18,0,Divers,,
6573,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.6,,,,,,,,,,,,,Non,,,,,,,,,10,,,,,Morceaux,,,,18,0,Divers,,
6610,,,,,,,,,,,,,,,29.7,,,,,,Marron,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,CE5,,0,59.6,,,,,,,,Divers,,
6611,,,,,,,,,,,,,,,29.7,,,,,,Marron,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,CE7,,0,59.6,,,,,,,,Divers,,
6624,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5572,,0,,,,,,,,,Divers,,
6627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,,,,Champignons,,,,,,Divers,,
6657,,,,,,,,,,,,,,,33.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,10,,0,70,,,,,,,,Divers,,
6665,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5977,,0,,,,,,,,,Divers,,
6740,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,FI1,,0,,,,,,,,,Divers,,
6746,,,,,,,,,,,,,,,31.3,,,,,,Vert,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,7,,0,67.1,,,,,,,,Divers,,
6747,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,100,,,,,,,Non,,,,,,,,,FV1,,0,,,,,,,,,Divers,,0
6777,,,,,,,,,,,,,,,32.5,,,,,,Marron,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,A1,,0,67.2,,,,,,,,Divers,,
6778,,,,,,,,,,,,,,,32.5,,,,,,Marron,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,A3,,0,67.2,,,,,,,,Divers,,
6779,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B2,,0,,,,,,,,,Divers,,
6780,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,B6,,0,,,,,,,,,Divers,,
6782,,,,,,,,,,,,,,,,,,,,,Translucide,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5206,,0,,,,,,,,,Divers,,1
6801,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2,,0,,,,,,,,,Divers,,
6802,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,4,,0,,,,,,,,,Divers,,
6844,,,,,,,,,,,,,,,33.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,67,,,,,,,,Divers,,
6845,,,,,,,,,,,,,,,33.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2,,0,67,,,,,,,,Divers,,
6846,,,,,,,,,,,,,,,33.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,3,,0,67,,,,,,,,Divers,,
6847,,,,,,,,,,,,,,,33.7,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,68.3,,,,,,,,Divers,,
6849,,,,,,,,,,,,,,,33.3,,,,,,Beige,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,5,,0,69.5,,,,,,,,Divers,,
6862,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,1,,0,,,,,,,,,Divers,,
6863,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,2,,0,,,,,,,,,Divers,,
6864,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,3,,0,,,,,,,,,Divers,,
6865,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,4,,0,,,,,,,,,Divers,,
