,id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,_3_4_methylenedioxyphenylacetone,_4f_mdmb_butinaca,_5f_adb,_5f_mdmb_pica,abime,acetylcodeine,acetylthebaol,acide_4_hydroxybutanoique,acide_benzoique,acide_borique,adb_butinaca,amidon,aminopyrine,amoxycilline,amphetamine,benzocaine,benzoylecgonine,bicarbonate_de_sodium,bicarbonates,buprenorphine,cafeine,cannabidiol,cannabigerol,cannabinol,cbd,cbn,cis_cinnamoylcocaine,clonazepam,clotrimazole,cocaine,codeine,couleur,couleur_exterieur,couleur_exterieur_1,couleur_exterieur_2,couleur_interieur,creatine,delta8_tetrahydrocannabinol,delta9_tetrahydrocannabinol,description_de_l_objet,dextromethorphane,diametre,diltiazem,dimethylterephtalate,diphenydramine,ecgonidine,ecgoninemethylester,epaisseur,etiquette,forme,fub_amb,gammabutyrolactone,glucose,griseofulvine,guaifenesine,hauteur,heroine,hydroxyzine,ibuprofene,inositol,isoleucine,ketamine,lactitol,lactose,largeur,leucine,levamisole,lidocaine,logo,longueur,maltose,mannitol,masse,mdmb_4en_pinaca,meconine,methamphetamine,methylecgonidine,monoacetylmorphine,morphine,nicotine,n_methyl_tryptamine,nom_de_logo,norcocaine,noscapine,numero_echantillon,o3_monoacetylmorphine_,o6_monoacetylmorphine,ovule,oxycodone,papaverine,paracetamol,phenacetine,piracetam,presentation,procaine,pv8,saccharose,secabilite_recto,secabilite_verso,sorbitol,talc,taux_cbd,taux_cbn,terephtalates,tetracaine,tramadol,trans_cinnamoylcocaine,tropacocaine,type_drogue,uree,valine,vanilline,visqueux
756,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,AVION,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
757,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,CMA,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
758,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.3,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,NOUNOURS,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
759,773,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,PV1-1,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
760,774,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,PV1-2,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
761,775,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,PV1-3,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
762,776,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,PV1-4,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
763,777,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,PV1-5,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
764,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,CB1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
765,779,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,29,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,Non,,,,,,,,,,,,,,,,CB2,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
766,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marron,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,G1,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
767,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marron,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,G2,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
768,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marron,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,G3,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
769,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marron,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,G4,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
770,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marron,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,G5,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
771,785,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,R,,,,,,,,,Morceaux,,,,,,,,1,0,,,,,,Cannabis,,,,
772,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,H,,,,,,,,,Sommités,,,,,,,,,,,,,,,Cannabis,,,,
773,787,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,PV,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
774,788,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,MA,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
775,789,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,F1,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
776,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,F2,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
777,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,Jaune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,0
778,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,Jaune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,0
779,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
780,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
781,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5480,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
782,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,5475,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
783,797,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,30.7,,,,,,,,,25,Oui,,,,,,,,,,,,,,,,58,,,,Oui,101,,,99,,,,,,,,,BLUE DREAM,,,1,,,,,,,,,Plaquette,,,,,,,,1.6,0,,,,,,Cannabis,,,,
784,798,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,11.3,,,,,,,,,,,,A1,,,,,,,,,Morceaux,,,,,,,,16.9,,,,,,,Cannabis,,,,
785,799,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,11.3,,,,,,,,,,,,A2,,,,,,,,,Morceaux,,,,,,,,16.9,,,,,,,Cannabis,,,,
786,800,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,11.3,,,,,,,,,,,,A3,,,,,,,,,Morceaux,,,,,,,,16.9,,,,,,,Cannabis,,,,
787,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A1 Pa,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
788,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A2 Pa,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
789,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A3 Pa,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
790,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A4 Pa,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
791,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A5 Pa,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
792,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,A6 Pa,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
793,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,B1 Pa,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
794,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,B2 Pa,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
795,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,B3 Pa,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
796,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,B4 Pa,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
797,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
798,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
799,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,CB,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
800,814,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,Blanche,,,,,,8.9,,,,,,4.5,,Circulaire,,,,,,,,,,,,,,,,,,,Non,,,,330,,,,,,,,,,,,20_066133,,,,,,,,,,,,,Aucune,Aucune,,,,,,,,,,Divers,,,,
801,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanc Cassé,,Rouge,Blanche,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,15.5,,,,,,,,,,,,,,,20_066134,,,0,,,,,,,,,,,,,,,,,,,,,Divers,,,,
802,816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,Non,,,,,,,,,,,,,,,,S1,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
803,817,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,Non,,,,,,,,,,,,,,,,S3,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
804,818,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,Non,,,,,,,,,,,,,,,,S5,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
805,819,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,Non,,,,,,,,,,,,,,,,S7,,,0,,,,,,,,,,,,,,,,,,,,,Amphétamine et dérivés,,,,
806,820,57.9,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vert,,,,,,,,,,,,,,,5.6,,Autre,,,,,,9.5,,,,,,,,,7.3,,,,Oui,,,,250,,,,,,,,,,,,4485,,,,,,,,,,,,,Aucune,Aucune,,,,,,,,,,Amphétamine et dérivés,,,,
807,821,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,1.8,,,,,,,,,,,,11,,,,,,,,,Morceaux,,,,,,,,1.3,1.6,,,,,,Cannabis,,,,
808,822,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,Non,,,,,,,,,,,,,,,0,12-1,,,0,,,53.8,,,,,,,,,,,,,,,,,,Héroïne,,,,
809,823,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,Non,,,,,,,,,,,,,,,0,12-2,,,0,,,53.8,,,,,,,,,,,,,,,,,,Héroïne,,,,
810,824,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,Non,,,,,,,,,,,,,,,0,12-3,,,0,,,53.8,,,,,,,,,,,,,,,,,,Héroïne,,,,
811,825,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,Beige,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,Non,,,,,,,,,,,,,,,0,12-4,,,0,,,53.8,,,,,,,,,,,,,,,,,,Héroïne,,,,
812,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,13-1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
813,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,13-2,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
814,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,13-3,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
815,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,13-4,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
816,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.6,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,13-5,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
817,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,Non,,,,,,,,,,,,,,,,1,,,0,,,,10.4,,,,,,,,,,,,,,,,,Cocaïne,,,,
818,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
819,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
820,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8,,Blanc Cassé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Non,,,,,,,,,,,,,,,,1,,,1,,,,0,,,,,,,,,,,,,,,,,Cocaïne,,,,
821,835,42.3,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,,,,,,,,,,,,,,,5.3,,Autre,,,,,,12.12,,,,,,,,,10.59,,,,Oui,,,,547,,,,,,,,,visage 6ix9ine 69,,,11-1,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
822,836,42.3,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,,,,,,,,,,,,,,,5.3,,Autre,,,,,,12.12,,,,,,,,,10.59,,,,Oui,,,,547,,,,,,,,,visage 6ix9ine 69,,,11-2,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
823,837,42.3,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,,,,,,,,,,,,,,,5.3,,Autre,,,,,,12.12,,,,,,,,,10.59,,,,Oui,,,,547,,,,,,,,,visage 6ix9ine 69,,,11-3,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
824,838,42.3,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,,,,,,,,,,,,,,,5.3,,Autre,,,,,,12.12,,,,,,,,,10.59,,,,Oui,,,,547,,,,,,,,,visage 6ix9ine 69,,,11-4,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
825,839,40.6,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vert,,,,,,,,,,,,,,,5.38,,Autre,,,,,,12.12,,,,,,,,,10.6,,,,Oui,,,,506,,,,,,,,,visage 6ix9ine 69,,,11-5,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
826,840,40.6,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vert,,,,,,,,,,,,,,,5.38,,Autre,,,,,,12.12,,,,,,,,,10.6,,,,Oui,,,,506,,,,,,,,,visage 6ix9ine 69,,,11-6,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
827,841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.9,,Non,,,,,,,,,,,,,,,,A1,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
828,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.9,,Non,,,,,,,,,,,,,,,,A2,,,0,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
829,843,39.7,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,5.5,,Autre,,,,,,12.17,,,,,,,,,10.56,,,,Oui,,,,538,,,,,,,,,visage 6ix9ine 69,,,11-7,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
830,844,39.7,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beige,,,,,,,,,,,,,,,5.5,,Autre,,,,,,12.17,,,,,,,,,10.56,,,,Oui,,,,538,,,,,,,,,visage 6ix9ine 69,,,11-8,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
831,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Cocaïne,,,,
832,846,40.7,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grise,,,,,,,,,,,,,,,5.15,,Autre,,,,,,12.17,,,,,,,,,10.63,,,,Oui,,,,511,,,,,,,,,visage 6ix9ine 69,,,11-9,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
833,847,40.7,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grise,,,,,,,,,,,,,,,5.15,,Autre,,,,,,12.17,,,,,,,,,10.63,,,,Oui,,,,511,,,,,,,,,visage 6ix9ine 69,,,11-10,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
834,848,54.3,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,4.79,,Autre,,,,,,7.55,,,,,,,,,12.05,,,,Oui,,,,334,,,,,,,,,Skittles NL,,,11-11,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
835,849,54.3,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,4.79,,Autre,,,,,,7.55,,,,,,,,,12.05,,,,Oui,,,,334,,,,,,,,,Skittles NL,,,11-12,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
836,850,54.3,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,4.79,,Autre,,,,,,7.55,,,,,,,,,12.05,,,,Oui,,,,334,,,,,,,,,Skittles NL,,,11-13,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
837,851,54.3,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaune,,,,,,,,,,,,,,,4.79,,Autre,,,,,,7.55,,,,,,,,,12.05,,,,Oui,,,,334,,,,,,,,,Skittles NL,,,11-14,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
838,852,57.5,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violet,,,,,,,,,,,,,,,4.84,,Autre,,,,,,7.54,,,,,,,,,12.07,,,,Oui,,,,340,,,,,,,,,Skittles NL,,,11-15,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
839,853,57.5,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violet,,,,,,,,,,,,,,,4.84,,Autre,,,,,,7.54,,,,,,,,,12.07,,,,Oui,,,,340,,,,,,,,,Skittles NL,,,11-16,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
840,854,57.5,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violet,,,,,,,,,,,,,,,4.84,,Autre,,,,,,7.54,,,,,,,,,12.07,,,,Oui,,,,340,,,,,,,,,Skittles NL,,,11-17,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
841,855,57.5,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Violet,,,,,,,,,,,,,,,4.84,,Autre,,,,,,7.54,,,,,,,,,12.07,,,,Oui,,,,340,,,,,,,,,Skittles NL,,,11-18,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
842,856,55.7,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,,,,,,,,,,,,,,,4.74,,Autre,,,,,,7.55,,,,,,,,,12.04,,,,Oui,,,,336,,,,,,,,,Skittles NL,,,11-19,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
843,857,55.7,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,,,,,,,,,,,,,,,4.74,,Autre,,,,,,7.55,,,,,,,,,12.04,,,,Oui,,,,336,,,,,,,,,Skittles NL,,,11-20,,,,,,,,,,,,,Aucune,Demi,,,,,,,,,,Amphétamine et dérivés,,,,
844,858,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,12,,,,,,,,,Sommités,,,,,,,,16.2,,,,,,,Cannabis,,,,
845,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,K1,,,,,,,,,Débris végétaux,,,,,,,,,,,,,,,Divers,,,,
