id,_3_4_methylenedioxyethylamphetamine,abime,acide_benzoique,acide_borique,amidon,aminopyrine,amoxycilline,amphetamine,benzocaine,benzoylecgonine,bicarbonate_de_sodium,bicarbonates,cafeine,cbn,cis_cinnamoylcocaine,cocaine,codeine,couleur,couleur_exterieur,couleur_interieur,creatine,delta9_tetrahydrocannabinol,description_de_l_objet,diltiazem,dimethylterephtalate,diphenydramine,ecgonidine,ecgoninemethylester,epaisseur,forme,glucose,guaifenesine,hauteur,heroine,hydroxyzine,ibuprofene,inositol,isoleucine,lactitol,lactose,largeur,leucine,levamisole,lidocaine,logo,maltose,mannitol,masse,methylecgonidine,nicotine,nom_de_logo,norcocaine,numero_echantillon,ovule,oxycodone,paracetamol,phenacetine,piracetam,presentation,procaine,pv8,saccharose,secabilite_recto,secabilite_verso,sorbitol,talc,taux_cbn,terephtalates,tetracaine,tramadol,trans_cinnamoylcocaine,tropacocaine,type_drogue,uree,valine,visqueux
17925,,,,,,,,,,,,,,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,creation auto import otaries 26296,,,,0,,,,,,,,,,,,,,,,Cocaïne,,,
17926,,,,,,,,,,,,,,,,69,,Blanche,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 26255,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17927,,,,,,,,,,,,,16,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 26121,,,,12,,,,,,,,,,,,,,,,Cocaïne,,,
17928,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 26104,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17929,,,,,,,,,,,,,,,,88,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 26076,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17930,,,,,,,,,,,,,,,,77,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 26075,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17931,,,,,,,,,,,,,,,,80,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 26101,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17932,,,,,,,,,,,,,,,,78,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 26096,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17933,,,,,,,,,,,,,,,,37,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,0,,,,,,creation auto import otaries 26069,,,,0,,,,,,,,,,,,,,,,Cocaïne,,,
17934,,,,,,,,,,,,,,,,39,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 26068,,,37,,,,,,,,,,,,,,,,,Cocaïne,,,
17959,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25956,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17960,,,,,,,,,,,,,,,,79,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25955,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17961,,,,,,,,,,,,,,,,92,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 25954,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17962,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 26262,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17963,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 26262,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17964,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 26262,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17965,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 26262,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17966,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 26262,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17967,,,,,,,,,,,,,,,,86,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 25609,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17968,,,,,,,,,,,,,0,,,66,,Blanche,,,,,,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,creation auto import otaries 25608,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17969,,,,,,,,,,,,,0,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25607,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17970,,,,,,,,,,,,,,,,30,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,29,,,,,,,,,creation auto import otaries 25466,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17971,,,,,,,,,,,,,,,,38,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,creation auto import otaries 25810,,,,,,,,,0,,,,,,,,,,,Cocaïne,,,
17980,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25712,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17981,,,,,,,,,,,,,0,,,54,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,creation auto import otaries 25711,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17982,,,,,,,,,,,,,9,,,69,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 25392,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17983,,,,,,,,,,,,,4,,,66,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,creation auto import otaries 25391,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17984,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25348,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17985,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25376,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17986,,,,,,,,,,,,,8,,,61,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,creation auto import otaries 25347,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17987,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25294,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17989,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25373,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17990,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25267,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17992,,,,,,,,,,,,,,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25375,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17993,,,,,,,,,,,,,7,,,62,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 25374,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17994,,,,,,,,,,,,,7,,,62,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 25374,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17995,,,,,,,,,,,,,,,,61,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,creation auto import otaries 25292,,,,25,,,,,0,,,,,,,,,,,Cocaïne,,,
17996,,,,,,,,,,,,,,,,74,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25570,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17997,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25260,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17998,,,,,,,,,,,,,,,,65,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25269,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
17999,,,,,,,,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25605,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18000,,,,,,,,,,,,,,,,81,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25340,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18001,,,,,,,,,,,,,,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25339,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18002,,,,,,,,,,,,,,,,70,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25338,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18003,,,,,,,,,,,,,7,,,69,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,creation auto import otaries 25337,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18004,,,,,,,,,,,,,,,,77,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25314,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18005,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25262,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18006,,,,,,,,,,,,,,,,76,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25629,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18007,,,,,,,,,,,,,,,,76,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25629,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18008,,,,,,,,,,,,,,,,76,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25629,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18009,,,,,,,,,,,,,,,,85,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,creation auto import otaries 25259,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18010,,,,,,,,,,,,,5,,,66,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,creation auto import otaries 25013,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18011,,,,,,,,,,,,,0,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25211,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18016,,,,,,,,,,,,,,,,64,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 25067,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18017,,,,,,,,,,,,,3,,,54,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,creation auto import otaries 24973,,,,16,,,,,,,,,,,0,,,,,Cocaïne,,,
18018,,,,,,,,,,,,,,,,94,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24899,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18019,,,,,,,,,,,,,,,,93,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24898,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18020,,,,,,,,,,,,,,,,92,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24897,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18021,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24896,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18022,,,,,,,,,,,,,0,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24895,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18023,,,,,,,,,,,,,,,,64,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24874,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18024,,,,,,,,,,,,,,,,70,,Blanche,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24873,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18025,,,,,,,,,,,,,,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24872,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18026,,,,,,,,,,,,,,,,55,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24871,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18027,,,,,,,,,,,,,,,,41,,Blanche,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 24870,,,,50,,,,,,,,,,,,,,,,Cocaïne,,,
18028,,,,,,,,,,,,,6,,,84,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24869,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18029,,,,,,,,,,,,,,,,97,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24868,,,,0,,,,,,,,,,,,,,,,Cocaïne,,,
18030,,,,,,,,,,,,,,,,78,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24867,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18031,,,,,,,,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24866,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18032,,,,,,,,,,,,,,,,92,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24865,,,,0,,,,,,,,,,,,,,,,Cocaïne,,,
18033,,,,,,,,,,,,,,,,76,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24864,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18034,,,,,,,,,,,,,,,,71,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24863,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18035,,,,,,,,,,,,,,,,64,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24936,,,,22,,,,,,,,,,,,,,,,Cocaïne,,,
18036,,,,,,,,,,,,,,,,71,,Blanche,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24769,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18037,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24847,,,4,,,,,,,,,,,,,,,,,Cocaïne,,,
18038,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24847,,,4,,,,,,,,,,,,,,,,,Cocaïne,,,
18039,,,,,,,,,,,,,,,,73,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24847,,,4,,,,,,,,,,,,,,,,,Cocaïne,,,
18040,,,,,,,,,,,,,,,,83,,Blanche,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24839,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18041,,,,,,,,,,,,,,,,77,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24838,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18046,,,,,,,,,,,,,,,,77,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24414,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18047,,,,,,,,,,,,,,,,77,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24271,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18048,,,,,,,,,,,,,,,,64,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24254,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18049,,,,,,,,,,,,,,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24253,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18053,,,,,,,,,,,,,9,,,74,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24815,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18054,,,,,,,,,,,,,4,,,65,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,creation auto import otaries 24797,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18055,,,,,,,,,,,,,,,,70,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24694,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18056,,,,,,,,,,,,,,,,70,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24693,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18057,,,,,,,,,,,,,,,,65,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24674,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18058,,,,,,,,,,,,,,,,61,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24673,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18059,,,,,,,,,,,,,,,,67,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24672,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18060,,,,,,,,,,,,,,,,74,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24741,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18061,,,,,,,,,,,,,,,,88,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24720,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18062,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24692,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18068,,,,,,,,,,,,,,,,57,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24255,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18069,,,,,,,,,,,,,11,,,49,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24252,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18070,,,,,,,,,,,,,8,,,60,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24232,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18071,,,,,,,,,,,,,4,,,57,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,creation auto import otaries 24231,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18072,,,,,,,,,,,,,,,,60,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24230,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18073,,,,,,,,,,,,,,,,74,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creation auto import otaries 24229,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18074,,,,,,,,,,,,,,,,60,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24250,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18075,,,,,,,,,,,,,,,,60,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24250,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18076,,,,,,,,,,,,,,,,62,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24210,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18077,,,,,,,,,,,,,,,,66,,Blanche,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,creation auto import otaries 24233,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18078,,,,,,,,,,,,,,,,63,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24209,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18079,,,,,,,,,,,,,5,,,57,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,creation auto import otaries 24149,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18080,,,,,,,,,,,,,,,,51,,Blanche,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 24148,,,,31,,,,,,,,,,,,,,,,Cocaïne,,,
18083,,,,,,,,,,,,,11,,,37,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,,,,,,creation auto import otaries 24145,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18084,,,,,,,,,,,,,11,,,37,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,,,,,,creation auto import otaries 24145,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18085,,,,,,,,,,,,,11,,,37,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,,,,,,creation auto import otaries 24145,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18086,,,,,,,,,,,,,7,,,69,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 24092,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18087,,,,,,,,,,,,,,,,54,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24091,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18088,,,,,,,,,,,,,,,,55,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24090,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18089,,,,,,,,,,,,,31,,,25,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24088,,,,19,,,,,,,,,,,,,,,,Cocaïne,,,
18090,,,,,,,,,,,,,10,,,39,,Blanche,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24085,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18091,,,,,,,,,,,,,3,,,57,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24228,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18092,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24084,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18093,,,,,,,,,,,,,,,,59,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24227,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18094,,,,,,,,,,,,,,,,68,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24226,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18097,,,,,,,,,,,,,,,,51,,Blanche,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 23848,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18098,,,,,,,,,,,,,,,,51,,Blanche,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 23848,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18099,,,,,,,,,,,,,,,,51,,Blanche,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 23848,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18100,,,,,,,,,,,,,,,,51,,Blanche,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 23848,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18101,,,,,,,,,,,,,,,,51,,Blanche,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,creation auto import otaries 23848,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18102,,,,,,,,,,,,,0,,,71,,Blanche,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,creation auto import otaries 23727,,,,5,,,,,,,,,,,,,,,,Cocaïne,,,
18103,,,,,,,,,,,,,,,,57,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 23696,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18104,,,,,,,,,,,,,,,,69,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 24001,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18105,,,,,,,,,,,,,,,,64,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 23726,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18106,,,,,,,,,,,,,,,,60,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 23694,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18111,,,,,,,,,,,,,,,,72,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 23528,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18112,,,,,,,,,,,,,13,,,65,,Blanche,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,creation auto import otaries 23474,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
18121,,,,,,,,,,,,,,,,70,,Blanche,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,creation auto import otaries 23469,,,,,,,,,,,,,,,,,,,,Cocaïne,,,
