id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,abime,amphetamine,cafeine,couleur,couleur_exterieur,couleur_interieur,diametre,epaisseur,forme,hauteur,largeur,lidocaine,logo,masse,methamphetamine,nom_de_logo,numero_echantillon,ovule,phenacetine,secabilite_recto,secabilite_verso,type_drogue,visqueux
10971,54.1,,Non,,,,Violet,Violet,,4.24,Autre,10.05,10.05,,Oui,351,,chupa Chups,8g2-2,,,Aucune,Demi,Amphétamine et dérivés,
10972,54.1,,Non,,,,Violet,Violet,,4.24,Autre,10.05,10.05,,Oui,351,,chupa Chups,8g2-3,,,Aucune,Demi,Amphétamine et dérivés,
10973,54.1,,Non,,,,Violet,Violet,,4.24,Autre,10.05,10.05,,Oui,351,,chupa Chups,8g2-4,,,Aucune,Demi,Amphétamine et dérivés,
11035,95,,,,,Marron,,,,,,,,,Non,,,,9,0,,,,Amphétamine et dérivés,
11036,35,,Non,,,,Bleue,Bleue,,5.6,Polygonale,10.15,14.11,,Oui,581,,"Punisher, Tête de mort",12-1,,,Aucune,Demi,Amphétamine et dérivés,
11037,35,,Non,,,,Bleue,Bleue,,5.6,Polygonale,10.15,14.11,,Oui,581,,"Punisher, Tête de mort",12-2,,,Aucune,Demi,Amphétamine et dérivés,
11038,35,,Non,,,,Bleue,Bleue,,5.6,Polygonale,10.15,14.11,,Oui,581,,"Punisher, Tête de mort",12-3,,,Aucune,Demi,Amphétamine et dérivés,
11049,92,,,,,Translucide,,,,,,,,,Non,,,,E3,0,,,,Amphétamine et dérivés,
11112,13,,Non,,,,Beige,Beige,,2.72,Polygonale,11.64,13.15,,Oui,360,,"Tête de mort, PP, Philipp Plein",1-1,,,Aucune,Aucune,Amphétamine et dérivés,
11113,13,,Non,,,,Beige,Beige,,2.72,Polygonale,11.64,13.15,,Oui,360,,"Tête de mort, PP, Philipp Plein",1-2,,,Aucune,Aucune,Amphétamine et dérivés,
11114,13,,Non,,,,Beige,Beige,,2.72,Polygonale,11.64,13.15,,Oui,360,,"Tête de mort, PP, Philipp Plein",1-3,,,Aucune,Aucune,Amphétamine et dérivés,
11115,13,,Non,,,,Beige,Beige,,2.72,Polygonale,11.64,13.15,,Oui,360,,"Tête de mort, PP, Philipp Plein",1-4,,,Aucune,Aucune,Amphétamine et dérivés,
11116,13,,Non,,,,Beige,Beige,,2.72,Polygonale,11.64,13.15,,Oui,360,,"Tête de mort, PP, Philipp Plein",1-5,,,Aucune,Aucune,Amphétamine et dérivés,
11118,42,,Non,,,,Rose,Rose,,4.25,Autre,11.13,12.09,,Oui,436,,"tête lion, Kenzo",1-1,,,Aucune,Demi,Amphétamine et dérivés,
11119,42,,Non,,,,Rose,Rose,,4.25,Autre,11.13,12.09,,Oui,436,,"tête lion, Kenzo",1-2,,,Aucune,Demi,Amphétamine et dérivés,
11120,42,,Non,,,,Rose,Rose,,4.25,Autre,11.13,12.09,,Oui,436,,"tête lion, Kenzo",1-3,,,Aucune,Demi,Amphétamine et dérivés,
11123,45,,Non,,,,Bleue,Bleue,,3.47,Polygonale,11.56,13.18,,Oui,433,,"Tête de mort, PP, Philipp Plein",6-1,,,Aucune,Aucune,Amphétamine et dérivés,
11124,45,,Non,,,,Bleue,Bleue,,3.47,Polygonale,11.56,13.18,,Oui,433,,"Tête de mort, PP, Philipp Plein",6-2,,,Aucune,Aucune,Amphétamine et dérivés,
11126,92,,,,,Beige,,,,,,,,,Non,,,,16,0,,,,Amphétamine et dérivés,
11129,35,,Non,,,,Bleue,Bleue,,4.48,Polygonale,10.12,14.18,,Oui,428,,"Tête de mort, The Punisher",25,,,Aucune,Demi,Amphétamine et dérivés,
11134,,,,,,Blanche,,,,,,,,,Non,,,,22_100089,0,,,,Amphétamine et dérivés,
11185,100,,,,,Beige,,,,,,,,,Non,,,,5B,0,,,,Amphétamine et dérivés,
11186,100,,,,,Beige,,,,,,,,,Non,,,,5T,0,,,,Amphétamine et dérivés,
11191,,,,100,,Blanche,,,,,,,,,Non,,,,17B,0,,,,Amphétamine et dérivés,
11235,,,,,,Vert,,,,,,,,,Non,,,,21_115587,0,,,,Amphétamine et dérivés,
11237,,,,,,Vert,,,,,,,,,Non,,,,21_115587b,0,,,,Amphétamine et dérivés,
11239,,,,,,Jaune,,,,,,,,,Non,,,,21_115591,0,,,,Amphétamine et dérivés,
11296,50,,,,,Rose,,,,,,,,,Non,,,,5924,0,,,,Amphétamine et dérivés,
11330,32.1,,Non,,,,Beige,Beige,,5.01,Autre,14.09,10.1,,Oui,530,,Tête de mort  MB MYBRAND,S1B,,,Aucune,Demi,Amphétamine et dérivés,
11331,32.1,,Non,,,,Beige,Beige,,5.01,Autre,14.09,10.1,,Oui,530,,Tête de mort  MB MYBRAND,2B-1,,,Aucune,Demi,Amphétamine et dérivés,
11332,32.1,,Non,,,,Beige,Beige,,5.01,Autre,14.09,10.1,,Oui,530,,Tête de mort  MB MYBRAND,2B-2,,,Aucune,Demi,Amphétamine et dérivés,
11333,32.1,,Non,,,,Beige,Beige,,5.01,Autre,14.09,10.1,,Oui,530,,Tête de mort  MB MYBRAND,3B-1,,,Aucune,Demi,Amphétamine et dérivés,
11334,32.1,,Non,,,,Beige,Beige,,5.01,Autre,14.09,10.1,,Oui,530,,Tête de mort  MB MYBRAND,3B-2,,,Aucune,Demi,Amphétamine et dérivés,
11335,34.4,,Non,,,,Bleue,Bleue,,4.98,Polygonale,11.67,13.73,,Oui,525,,The Punisher  Tête de mort,S2B,,,Aucune,Demi,Amphétamine et dérivés,
11336,34.4,,Non,,,,Bleue,Bleue,,4.98,Polygonale,11.67,13.73,,Oui,525,,The Punisher  Tête de mort,1T-1,,,Aucune,Demi,Amphétamine et dérivés,
11337,34.4,,Non,,,,Bleue,Bleue,,4.98,Polygonale,11.67,13.73,,Oui,525,,The Punisher  Tête de mort,1T-2,,,Aucune,Demi,Amphétamine et dérivés,
11338,34.4,,Non,,,,Bleue,Bleue,,4.98,Polygonale,11.67,13.73,,Oui,525,,The Punisher  Tête de mort,3QI,,,Aucune,Demi,Amphétamine et dérivés,
11339,34.4,,Non,,,,Bleue,Bleue,,4.98,Polygonale,11.67,13.73,,Oui,525,,The Punisher  Tête de mort,19B,,,Aucune,Demi,Amphétamine et dérivés,
11353,29.7,,Non,,,,Rose,Rose,,5.37,Autre,12.3,10.71,,Oui,572,,Visage Tekashi 6ix9ine  69,1B-1,,,Aucune,Demi,Amphétamine et dérivés,
11354,29.7,,Non,,,,Rose,Rose,,5.37,Autre,12.3,10.71,,Oui,572,,Visage Tekashi 6ix9ine  69,1B-2,,,Aucune,Demi,Amphétamine et dérivés,
11355,29.7,,Non,,,,Rose,Rose,,5.37,Autre,12.3,10.71,,Oui,572,,Visage Tekashi 6ix9ine  69,1B-3,,,Aucune,Demi,Amphétamine et dérivés,
11356,29.7,,Non,,,,Rose,Rose,,5.37,Autre,12.3,10.71,,Oui,572,,Visage Tekashi 6ix9ine  69,3QA-1,,,Aucune,Demi,Amphétamine et dérivés,
11357,29.7,,Non,,,,Rose,Rose,,5.37,Autre,12.3,10.71,,Oui,572,,Visage Tekashi 6ix9ine  69,3QA-2,,,Aucune,Demi,Amphétamine et dérivés,
11359,30.6,,Non,,,,Jaune,Jaune,,5.45,Autre,12.31,10.74,,Oui,568,,Visage Tekashi 6ix9ine  69,1B-4,,,Aucune,Demi,Amphétamine et dérivés,
11360,30.6,,Non,,,,Jaune,Jaune,,5.45,Autre,12.31,10.74,,Oui,568,,Visage Tekashi 6ix9ine  69,1B-5,,,Aucune,Demi,Amphétamine et dérivés,
11361,30.6,,Non,,,,Jaune,Jaune,,5.45,Autre,12.31,10.74,,Oui,568,,Visage Tekashi 6ix9ine  69,3QA-3,,,Aucune,Demi,Amphétamine et dérivés,
11362,30.6,,Non,,,,Jaune,Jaune,,5.45,Autre,12.31,10.74,,Oui,568,,Visage Tekashi 6ix9ine  69,3QA-4,,,Aucune,Demi,Amphétamine et dérivés,
11363,30.6,,Non,,,,Jaune,Jaune,,5.45,Autre,12.31,10.74,,Oui,568,,Visage Tekashi 6ix9ine  69,3QA-5,,,Aucune,Demi,Amphétamine et dérivés,
11364,28.1,,Non,,,,Vert,Vert,,5.33,Autre,12.25,10.75,,Oui,562,,Visage  Tekashi 6ix9ine  69,1B-6,,,Aucune,Demi,Amphétamine et dérivés,
11365,28.1,,Non,,,,Vert,Vert,,5.33,Autre,12.25,10.75,,Oui,562,,Visage  Tekashi 6ix9ine  69,1B-7,,,Aucune,Demi,Amphétamine et dérivés,
11366,28.1,,Non,,,,Vert,Vert,,5.33,Autre,12.25,10.75,,Oui,562,,Visage  Tekashi 6ix9ine  69,1B-8,,,Aucune,Demi,Amphétamine et dérivés,
11367,28.1,,Non,,,,Vert,Vert,,5.33,Autre,12.25,10.75,,Oui,562,,Visage  Tekashi 6ix9ine  69,3QA-6,,,Aucune,Demi,Amphétamine et dérivés,
11368,28.1,,Non,,,,Vert,Vert,,5.33,Autre,12.25,10.75,,Oui,562,,Visage  Tekashi 6ix9ine  69,3QA-7,,,Aucune,Demi,Amphétamine et dérivés,
11370,39.1,,Non,,,,Grise,Grise,,5.59,Autre,12.23,8.17,,Oui,455,,Trident MASERATI 300MG NL,2T-1,,,Aucune,Demi,Amphétamine et dérivés,
11371,39.1,,Non,,,,Grise,Grise,,5.59,Autre,12.23,8.17,,Oui,455,,Trident MASERATI 300MG NL,2T-2,,,Aucune,Demi,Amphétamine et dérivés,
11372,39.1,,Non,,,,Grise,Grise,,5.59,Autre,12.23,8.17,,Oui,455,,Trident MASERATI 300MG NL,21B-1,,,Aucune,Demi,Amphétamine et dérivés,
11373,39.1,,Non,,,,Grise,Grise,,5.59,Autre,12.23,8.17,,Oui,455,,Trident MASERATI 300MG NL,21B-2,,,Aucune,Demi,Amphétamine et dérivés,
11374,39.1,,Non,,,,Grise,Grise,,5.59,Autre,12.23,8.17,,Oui,455,,Trident MASERATI 300MG NL,21B-3,,,Aucune,Demi,Amphétamine et dérivés,
11450,34,,Non,,,,Violet,Violet,,5.03,Rectangulaire / Carré,6.16,12.31,,Oui,390,,Domino 5/3,17-1,,,Demi,Demi,Amphétamine et dérivés,
11451,34,,Non,,,,Violet,Violet,,5.03,Rectangulaire / Carré,6.16,12.31,,Oui,390,,Domino 5/3,17-2,,,Demi,Demi,Amphétamine et dérivés,
11452,34,,Non,,,,Violet,Violet,,5.03,Rectangulaire / Carré,6.16,12.31,,Oui,390,,Domino 5/3,17-3,,,Demi,Demi,Amphétamine et dérivés,
11453,34,,Non,,,,Violet,Violet,,5.03,Rectangulaire / Carré,6.16,12.31,,Oui,390,,Domino 5/3,17-4,,,Demi,Demi,Amphétamine et dérivés,
11454,34,,Non,,,,Violet,Violet,,5.03,Rectangulaire / Carré,6.16,12.31,,Oui,390,,Domino 5/3,17-5,,,Demi,Demi,Amphétamine et dérivés,
11455,34,,Non,,,,Violet,Violet,,4.64,Rectangulaire / Carré,6.15,12.3,,Oui,394,,Domino 5/3,21-1,,,Demi,Demi,Amphétamine et dérivés,
11456,34,,Non,,,,Violet,Violet,,4.64,Rectangulaire / Carré,6.15,12.3,,Oui,394,,Domino 5/3,21-2,,,Demi,Demi,Amphétamine et dérivés,
11457,34,,Non,,,,Violet,Violet,,4.64,Rectangulaire / Carré,6.15,12.3,,Oui,394,,Domino 5/3,21-3,,,Demi,Demi,Amphétamine et dérivés,
11458,34,,Non,,,,Violet,Violet,,4.64,Rectangulaire / Carré,6.15,12.3,,Oui,394,,Domino 5/3,21-4,,,Demi,Demi,Amphétamine et dérivés,
11459,34,,Non,,,,Violet,Violet,,4.64,Rectangulaire / Carré,6.15,12.3,,Oui,394,,Domino 5/3,21-5,,,Demi,Demi,Amphétamine et dérivés,
11624,,,,,,Translucide,,,,,,,,,Non,,78.1,,A,0,,,,Amphétamine et dérivés,
11625,,,,,,Translucide,,,,,,,,,Non,,78.1,,B,0,,,,Amphétamine et dérivés,
11626,77.4,,,,,Jaune,,,,,,,,,Non,,,,C,0,,,,Amphétamine et dérivés,
11627,77.4,,,,,Jaune,,,,,,,,,Non,,,,E1,0,,,,Amphétamine et dérivés,
11729,,,,,,Blanche,,,,,,,,,Non,,96.1,,4-1,0,,,,Amphétamine et dérivés,
11730,,,,,,Blanche,,,,,,,,,Non,,96.4,,4-2,0,,,,Amphétamine et dérivés,
11731,,,,,,Blanche,,,,,,,,,Non,,97.2,,11-1,0,,,,Amphétamine et dérivés,
11732,,,,,,Blanche,,,,,,,,,Non,,101,,11-2,0,,,,Amphétamine et dérivés,
11733,,,,,,Blanche,,,,,,,,,Non,,100.7,,12-1,0,,,,Amphétamine et dérivés,
11734,,,,,,Blanche,,,,,,,,,Non,,102.6,,12-2,0,,,,Amphétamine et dérivés,
11749,,,,41,58,Jaune,,,,,,,,,Non,,,,15947,0,,,,Amphétamine et dérivés,
11750,,,,8,87,Jaune,,,,,,,,,Non,,,,15948,0,,,,Amphétamine et dérivés,
11751,,,,8,87,Jaune,,,,,,,,,Non,,,,15949,0,,,,Amphétamine et dérivés,
11752,,,,8,87,Jaune,,,,,,,,,Non,,,,15950,0,,,,Amphétamine et dérivés,
11775,,,,,,Blanche,,,,,,,,,Non,,97.3,,05-1-1,0,,,,Amphétamine et dérivés,
11776,,,,,,Blanche,,,,,,,,,Non,,97.3,,05-1-2,0,,,,Amphétamine et dérivés,
11777,,,,,,Blanche,,,,,,,,,Non,,97.3,,05-4-1,0,,,,Amphétamine et dérivés,
11778,,,,,,Blanche,,,,,,,,,Non,,97.3,,05-4-2,0,,,,Amphétamine et dérivés,
11787,17.6,,Non,,,,Rose,Rose,,5.35,Autre,6.91,12.12,,Oui,356,,Chaussure Basket Nike,6251,,,Aucune,Aucune,Amphétamine et dérivés,
11795,22.5,,Oui,,0,,Bleue,Bleue,,3.84,Autre,12.13,,,Non,388,,,C,,,Aucune,Demi,Amphétamine et dérivés,
11811,29,,Non,,,,Bleue,Bleue,,5.54,Polygonale,11.69,13.64,,Oui,575,,"Punisher, tête de mort",1B-1,,,Aucune,Demi,Amphétamine et dérivés,
11812,29,,Non,,,,Bleue,Bleue,,5.54,Polygonale,11.69,13.64,,Oui,575,,"Punisher, tête de mort",1B-2,,,Aucune,Demi,Amphétamine et dérivés,
11813,29,,Non,,,,Bleue,Bleue,,5.54,Polygonale,11.69,13.64,,Oui,575,,"Punisher, tête de mort",1B-3,,,Aucune,Demi,Amphétamine et dérivés,
11814,30,,Oui,,,,Rose,Rose,,5.16,Polygonale,11.71,13.67,,Oui,553,,"Punisher, tête de mort",1R-1,,,Aucune,Demi,Amphétamine et dérivés,
11815,30,,Oui,,,,Rose,Rose,,5.16,Polygonale,11.71,13.67,,Oui,553,,"Punisher, tête de mort",1R-2,,,Aucune,Demi,Amphétamine et dérivés,
11821,23,,,,30,Rose,,,,,,,,,Non,,,,9-1,0,,,,Amphétamine et dérivés,
11822,23,,,,30,Rose,,,,,,,,,Non,,,,9-2,0,,,,Amphétamine et dérivés,
11823,23,,,,30,Rose,,,,,,,,,Non,,,,9-3,0,,,,Amphétamine et dérivés,
11824,23,,,,30,Rose,,,,,,,,,Non,,,,9-4,0,,,,Amphétamine et dérivés,
11825,23,,,,30,Rose,,,,,,,,,Non,,,,9-5,0,,,,Amphétamine et dérivés,
11835,,,,15,78,Blanche,,,,,,,,,Non,,,,20-1,0,,,,Amphétamine et dérivés,
11836,,,,15,78,Blanche,,,,,,,,,Non,,,,20-2,0,,,,Amphétamine et dérivés,
11837,,,,15,78,Blanche,,,,,,,,,Non,,,,20-3,0,,,,Amphétamine et dérivés,
11838,,,,15,78,Blanche,,,,,,,,,Non,,,,20-4,0,,,,Amphétamine et dérivés,
11839,,,,15,78,Blanche,,,,,,,,,Non,,,,20-5,0,,,,Amphétamine et dérivés,
11840,,,,15,78,Blanche,,,,,,,,,Non,,,,20-6,0,,,,Amphétamine et dérivés,
11841,,,,15,78,Blanche,,,,,,,,,Non,,,,20-7,0,,,,Amphétamine et dérivés,
11842,,,,,,Blanche,,,,,,,,,Non,,100,,21-1,0,,,,Amphétamine et dérivés,
11843,,,,,,Blanche,,,,,,,,,Non,,100,,21-2,0,,,,Amphétamine et dérivés,
11851,93,,,,,Blanche,,,,,,,,,Non,,,,23-1,0,,,,Amphétamine et dérivés,
11852,93,,,,,Blanche,,,,,,,,,Non,,,,23-2,0,,,,Amphétamine et dérivés,
11853,93,,,,,Blanche,,,,,,,,,Non,,,,23-3,0,,,,Amphétamine et dérivés,
11858,,,,,,Blanche,,,,,,,,,Non,,,,22_100150,0,,,,Amphétamine et dérivés,
12103,,,,,,Translucide,,,,,,,,,Non,,100,,A1,0,,,,Amphétamine et dérivés,
12104,50,,Non,,,,Grise,,,3.73,Rectangulaire / Carré,6.9,13.38,,Oui,439,,NETFLIX,P1-1,,,Aucune,Demi,Amphétamine et dérivés,
12105,50,,Non,,,,Grise,,,3.73,Rectangulaire / Carré,6.9,13.38,,Oui,439,,NETFLIX,P1-2,,,Aucune,Demi,Amphétamine et dérivés,
12106,50,,Non,,,,Grise,,,3.73,Rectangulaire / Carré,6.9,13.38,,Oui,439,,NETFLIX,P1-3,,,Aucune,Demi,Amphétamine et dérivés,
12121,,,,,,Blanche,,,,,,,,,Non,,98.6,,07-1-1,0,,,,Amphétamine et dérivés,
12122,,,,,,Blanche,,,,,,,,,Non,,98.6,,07-1-2,0,,,,Amphétamine et dérivés,
12130,,,,,,Translucide,,,,,,,,,Non,,100,,2 bis,0,,,,Amphétamine et dérivés,
12131,,,,,,Translucide,,,,,,,,,Non,,100,,3 bis,0,,,,Amphétamine et dérivés,
12132,,,,,,Translucide,,,,,,,,,Non,,100,,4 bis,0,,,,Amphétamine et dérivés,
12187,49.6,,Non,,,,Orange,Orange,,4.72,Autre,12.24,9.27,,Oui,427,,Trump visage,1-1,,,Aucune,Demi,Amphétamine et dérivés,
12188,49.6,,Non,,,,Orange,Orange,,4.72,Autre,12.24,9.27,,Oui,427,,Trump visage,1-2,,,Aucune,Demi,Amphétamine et dérivés,
12189,49.6,,Non,,,,Orange,Orange,,4.72,Autre,12.24,9.27,,Oui,427,,Trump visage,1-3,,,Aucune,Demi,Amphétamine et dérivés,
12190,49.6,,Non,,,,Orange,Orange,,4.72,Autre,12.24,9.27,,Oui,427,,Trump visage,1-4,,,Aucune,Demi,Amphétamine et dérivés,
12191,49.6,,Non,,,,Orange,Orange,,4.72,Autre,12.24,9.27,,Oui,427,,Trump visage,1-5,,,Aucune,Demi,Amphétamine et dérivés,
12192,65.6,,Non,,,,Bleue,Bleue,,5.16,Triangulaire,12.09,8.66,,Oui,384,,Punisher tete de mort,2-1,,,Aucune,Demi,Amphétamine et dérivés,
12193,65.6,,Non,,,,Bleue,Bleue,,5.16,Triangulaire,12.09,8.66,,Oui,384,,Punisher tete de mort,2-2,,,Aucune,Demi,Amphétamine et dérivés,
12194,65.6,,Non,,,,Bleue,Bleue,,5.16,Triangulaire,12.09,8.66,,Oui,384,,Punisher tete de mort,2-3,,,Aucune,Demi,Amphétamine et dérivés,
12195,65.6,,Non,,,,Bleue,Bleue,,5.16,Triangulaire,12.09,8.66,,Oui,384,,Punisher tete de mort,2-4,,,Aucune,Demi,Amphétamine et dérivés,
12196,65.6,,Non,,,,Bleue,Bleue,,5.16,Triangulaire,12.09,8.66,,Oui,384,,Punisher tete de mort,2-5,,,Aucune,Demi,Amphétamine et dérivés,
12197,32.4,,Non,,,,Rose,Rose,,4.41,Autre,10.35,11.46,,Oui,375,,LOVE,3-1,,,Aucune,Aucune,Amphétamine et dérivés,
12198,32.4,,Non,,,,Rose,Rose,,4.41,Autre,10.35,11.46,,Oui,375,,LOVE,3-2,,,Aucune,Aucune,Amphétamine et dérivés,
12199,32.4,,Non,,,,Rose,Rose,,4.41,Autre,10.35,11.46,,Oui,375,,LOVE,3-3,,,Aucune,Aucune,Amphétamine et dérivés,
12200,32.4,,Non,,,,Rose,Rose,,4.41,Autre,10.35,11.46,,Oui,375,,LOVE,3-4,,,Aucune,Aucune,Amphétamine et dérivés,
12201,32.4,,Non,,,,Rose,Rose,,4.41,Autre,10.35,11.46,,Oui,375,,LOVE,3-5,,,Aucune,Aucune,Amphétamine et dérivés,
12305,14.1,,Non,,,,Bleue,Bleue,8.16,2.29,Circulaire,,,,Non,159,,,1,,,Aucune,Demi,Amphétamine et dérivés,
12306,14.1,,Non,,,,Bleue,Bleue,8.16,2.29,Circulaire,,,,Non,159,,,2,,,Aucune,Demi,Amphétamine et dérivés,
12307,14.1,,Non,,,,Bleue,Bleue,8.16,2.29,Circulaire,,,,Non,159,,,3,,,Aucune,Demi,Amphétamine et dérivés,
12308,14.1,,Non,,,,Bleue,Bleue,8.16,2.29,Circulaire,,,,Non,159,,,4,,,Aucune,Demi,Amphétamine et dérivés,
12309,15.1,,,,,Bleue,,,,,,,,,Non,,,,5,0,,,,Amphétamine et dérivés,
12310,11.9,,,,,Bleue,,,,,,,,,Non,,,,6,0,,,,Amphétamine et dérivés,
12312,94.9,,,,,Beige,,,,,,,,,Non,,,,F2,0,,,,Amphétamine et dérivés,
12379,100,,,,,Translucide,,,,,,,,,Non,,0,,3,0,,,,Amphétamine et dérivés,
12465,37.8,,Non,,,,Bleue,Bleue,,4.1,Polygonale,10.08,14.06,,Oui,414,,punisher,5,,,Aucune,Demi,Amphétamine et dérivés,
12466,39.8,,Non,,,,Rose,Rose,,5.51,Polygonale,10.2,14.17,,Oui,534,,punisher,5-3,,,Aucune,Demi,Amphétamine et dérivés,
12551,26.5,,Non,,,,Rose,Rose,,4.47,Autre,9.12,16.21,,Oui,500,,SOUND CLOUD nuage,1,,,Aucune,Demi,Amphétamine et dérivés,
12552,26.5,,Non,,,,Rose,Rose,,4.47,Autre,9.12,16.21,,Oui,500,,SOUND CLOUD nuage,2,,,Aucune,Demi,Amphétamine et dérivés,
12553,26.5,,Non,,,,Rose,Rose,,4.47,Autre,9.12,16.21,,Oui,500,,SOUND CLOUD nuage,3,,,Aucune,Demi,Amphétamine et dérivés,
12637,100,,,,,Blanc Cassé,,,,,,,,,Non,,,,3,0,,,,Amphétamine et dérivés,
12654,24.2,,Non,,,,Vert,Vert,,5.03,Autre,9.81,9.18,,Oui,360.2,,Rolex,016422,,,Aucune,Aucune,Amphétamine et dérivés,
12655,24.9,,Non,,,,Vert,Vert,,5.27,Autre,9.82,9.21,,Oui,357.4,,Rolex,016423,,,Aucune,Aucune,Amphétamine et dérivés,
12656,23.4,,Non,,,,Vert,Vert,,5.11,Autre,9.07,9.71,,Oui,349.95,,Rolex,016424,,,Aucune,Aucune,Amphétamine et dérivés,
12657,25.2,,Non,,,,Vert,Vert,,5.01,Autre,9.85,9.16,,Oui,355.08,,Rolex,016425,,,Aucune,Aucune,Amphétamine et dérivés,
12658,25.1,,Non,,,,Vert,Vert,,5.22,Autre,9.77,9.23,,Oui,360.02,,Rolex,016426,,,Aucune,Aucune,Amphétamine et dérivés,
12660,24.7,,Non,,,,Vert,Vert,,5.09,Autre,9.8,9.23,,Oui,352.68,,Rolex,016427,,,Aucune,Aucune,Amphétamine et dérivés,
12689,,,,,,Translucide,,,,,,,,,Non,,100,,9,0,,,,Amphétamine et dérivés,
12840,46,,Non,,3,,Bleue,,,4.06,Rectangulaire / Carré,12.01,7.11,,Oui,410,,Red Bull,1,,,Aucune,Demi,Amphétamine et dérivés,
12841,46,,Non,,3,,Bleue,,,4.06,Rectangulaire / Carré,12.01,7.11,,Oui,410,,Red Bull,2,,,Aucune,Demi,Amphétamine et dérivés,
12842,46,,Non,,3,,Bleue,,,4.06,Rectangulaire / Carré,12.01,7.11,,Oui,410,,Red Bull,3,,,Aucune,Demi,Amphétamine et dérivés,
13004,22.8,,Non,,,,Vert,Vert,,5.15,Rectangulaire / Carré,8.05,12.48,,Oui,494,,Heineken,1-1,,,Aucune,Demi,Amphétamine et dérivés,
13005,22.8,,Non,,,,Vert,Vert,,5.15,Rectangulaire / Carré,8.05,12.48,,Oui,494,,Heineken,1-2,,,Aucune,Demi,Amphétamine et dérivés,
13006,22.8,,Non,,,,Vert,Vert,,5.15,Rectangulaire / Carré,8.05,12.48,,Oui,494,,Heineken,1-3,,,Aucune,Demi,Amphétamine et dérivés,
13007,22.8,,Non,,,,Vert,Vert,,5.15,Rectangulaire / Carré,8.05,12.48,,Oui,494,,Heineken,2-1,,,Aucune,Demi,Amphétamine et dérivés,
13008,22.8,,Non,,,,Vert,Vert,,5.15,Rectangulaire / Carré,8.05,12.48,,Oui,494,,Heineken,2-2,,,Aucune,Demi,Amphétamine et dérivés,
13102,7.6,,Non,,,,Rose,Rose,,3.82,Autre,11.23,12.17,,Oui,395,,Tête de tigre,16498,,,Aucune,Demi,Amphétamine et dérivés,
13103,7.6,,Non,,,,Rose,Rose,,3.82,Autre,11.23,12.17,,Oui,395,,Tête de tigre,16499,,,Aucune,Demi,Amphétamine et dérivés,
13104,7.6,,Non,,,,Rose,Rose,,3.82,Autre,11.23,12.17,,Oui,395,,Tête de tigre,16500,,,Aucune,Demi,Amphétamine et dérivés,
13105,8.4,,Non,,,,Autre,Autre,,3.87,Autre,11.2,12.2,,Oui,387,,Tête de tigre,16501,,,Aucune,Demi,Amphétamine et dérivés,
13106,8.4,,Non,,,,Autre,Autre,,3.87,Autre,11.2,12.2,,Oui,387,,Tête de tigre,16502,,,Aucune,Demi,Amphétamine et dérivés,
13107,8.4,,Non,,,,Autre,Autre,,3.87,Autre,11.2,12.2,,Oui,387,,Tête de tigre,16503,,,Aucune,Demi,Amphétamine et dérivés,
13108,42,,Non,,,,Grise,Grise,,4.2,Polygonale,10.2,14.1,,Oui,410.67,,Crâne Punisher tête de mort,16504,,,Aucune,Demi,Amphétamine et dérivés,
13109,42,,Non,,,,Grise,Grise,,4.2,Polygonale,10.2,14.1,,Oui,410.67,,Crâne Punisher tête de mort,16505,,,Aucune,Demi,Amphétamine et dérivés,
13110,42,,Non,,,,Grise,Grise,,4.2,Polygonale,10.2,14.1,,Oui,410.67,,Crâne Punisher tête de mort,16506,,,Aucune,Demi,Amphétamine et dérivés,
13160,76.8,,,,,Blanc Cassé,,,,,,,,,Non,,,,Tube 1,0,,,,Amphétamine et dérivés,
13396,42,,Non,,,,Bleue,Bleue,,5.09,Autre,13.08,10.88,,Oui,560.7,,"Tête cheval, Pegasus, Saint, 270 mg",E1-1,,,Aucune,Autre,Amphétamine et dérivés,
13397,45,,Non,,,,Bleue,Bleue,,4.89,Autre,13.08,10.95,,Oui,535.5,,"Tête cheval, Pegasus, Saint, 270 mg",E1-2,,,Aucune,Autre,Amphétamine et dérivés,
13443,47.5,,,,,Translucide,,,,,,,,,Non,,,,4-1,0,,,,Amphétamine et dérivés,
13444,47.5,,,,,Translucide,,,,,,,,,Non,,,,4-2,0,,,,Amphétamine et dérivés,
13446,52.4,,Non,,,,Rouge,Rouge,,4.2,Rectangulaire / Carré,7.16,12.13,,Oui,347,,Coca cola bouteille de coca,7-1,,,Aucune,Autre,Amphétamine et dérivés,
13447,0,,Non,0,9.5,,Rose,Rose,,5.46,Polygonale,10.12,14.13,,Oui,580,,punisher tête de mort,1-1,,,Aucune,Demi,Amphétamine et dérivés,
13448,0,,Non,0,9.5,,Rose,Rose,,5.46,Polygonale,10.12,14.13,,Oui,580,,punisher tête de mort,1-2,,,Aucune,Demi,Amphétamine et dérivés,
13449,0,,Non,0,9.5,,Rose,Rose,,5.46,Polygonale,10.12,14.13,,Oui,580,,punisher tête de mort,1-3,,,Aucune,Demi,Amphétamine et dérivés,
13450,0,,Non,0,9.5,,Rose,Rose,,5.46,Polygonale,10.12,14.13,,Oui,580,,punisher tête de mort,1-4,,,Aucune,Demi,Amphétamine et dérivés,
