id,_3_4_methylene_dioxy_methylamphetamine,acetylcodeine,acetylthebaol,cafeine,clotrimazole,cocaine,couleur,description_de_l_objet,dextromethorphane,griseofulvine,heroine,logo,mannitol,meconine,monoacetylmorphine,morphine,nom_de_logo,noscapine,numero_echantillon,o3_monoacetylmorphine_,o6_monoacetylmorphine,ovule,papaverine,paracetamol,phenacetine,presentation,saccharose,type_drogue
8198,,,,,,,Beige,,,,59.5,Non,,,,,,26.3,MHT,,,0,,,,,,Héroïne
8202,,,,13.4,,0,Beige,,,,23.3,Non,,,,,,18.9,BH2,,,0,,36.1,,,,Héroïne
8203,,,,13.4,,0,Beige,,,,23.3,Non,,,,,,18.9,BH3,,,0,,36.1,,,,Héroïne
8204,,,,13.4,,0,Beige,,,,23.3,Non,,,,,,18.9,BH4,,,0,,36.1,,,,Héroïne
8205,,,,13.4,,0,Beige,,,,23.3,Non,,,,,,18.9,BH5,,,0,,36.1,,,,Héroïne
8206,,,,13.4,,0,Beige,,,,23.3,Non,,,,,,18.9,BH6,,,0,,36.1,,,,Héroïne
8207,,,,13.4,,0,Beige,,,,23.3,Non,,,,,,18.9,BH7,,,0,,36.1,,,,Héroïne
8208,,,,13.4,,0,Beige,,,,23.3,Non,,,,,,18.9,BH8,,,0,,36.1,,,,Héroïne
8222,,,,22.3,,,Beige,,,,17.5,Non,,,,,,8.9,HVU1,,,0,,46.1,,,,Héroïne
8223,,,,23.1,,,Beige,,,,11.9,Non,,,,,,6.4,HVU2,,,0,,52.4,,,,Héroïne
8252,,,,27.91,,,Marron,,,,8.1,Non,,,,,,,01/ENV-2-ECH1,,,0,,55.84,,,,Héroïne
8253,,,,27.91,,,Marron,,,,8.1,Non,,,,,,,01/ENV/A1-ECH,,,0,,55.84,,,,Héroïne
8254,,,,30.36,,,Marron,,,,4.8,Non,,,,,,,01/ENV/A2-ECH,,,0,,60.65,,,,Héroïne
8255,,,,30.36,,,Marron,,,,4.8,Non,,,,,,,01/ENV/B1N-ECH1,,,0,,60.65,,,,Héroïne
8256,,,,30.36,,,Marron,,,,4.8,Non,,,,,,,01/ENV/B1J-ECH1,,,0,,60.65,,,,Héroïne
8257,,,,30.36,,,Marron,,,,4.8,Non,,,,,,,01/ENV/B3STUP-ECH1,,,0,,60.65,,,,Héroïne
8310,,,,22.9,,,Beige,,,,17.3,Non,,,,,,9.3,10,,,0,,40.4,,,,Héroïne
8311,,,,29.2,,,Beige,,,,0,Non,,,,,,,20,,,0,,66.6,,,,Héroïne
8354,,,,33.8,,,Beige,,,,0,Non,,,,,,,BH1,,,0,,70.7,,,,Héroïne
8358,,,,19.4,,,Beige,,,,18.9,Non,,,,,,10.3,4b,,,0,,38.9,,,,Héroïne
8365,,,,22.1,,,Beige,,,,14,Non,,,,,,8,5,,,0,,51.4,,,,Héroïne
8417,,,,22.8,,,Beige,,,,16.9,Non,,,,,,11.6,15,,,0,,46,,,,Héroïne
8436,,,,,,,Beige,,,,52.4,Non,,,,,,32.2,7,,,0,,,,,,Héroïne
8439,,,,24.3,,,Beige,,,,16.1,Non,,,,,,7.2,2,,,0,,47.6,,,,Héroïne
8445,,,,11.3,,,Beige,,,,43.7,Non,,,,,,20.6,1,,,0,,11.1,,,,Héroïne
8446,,,,22.1,,,Beige,,,,17.7,Non,,,,,,8.3,5H,,,0,,47.4,,,,Héroïne
8448,,,,,,,Beige,,,,,Non,,,,,,,5661,,,0,,,,,,Héroïne
8514,,,,19,,,Beige,,,,22.6,Non,,,,,,10.5,1,,,0,,39.6,,,,Héroïne
8515,,,,19,,,Beige,,,,22.6,Non,,,,,,10.5,2,,,0,,39.6,,,,Héroïne
8616,,,,,,,Beige,,,,0,Non,,,,,,,poudre beige,,,0,,,,,,Héroïne
8622,,,,22.3,,,Beige,,,,19.4,Non,,,,,,11.9,KH1,,,0,,35.5,,,,Héroïne
8630,,,,21.8,,,Beige,,,,19.5,Non,,,,,,11.7,KH3,,,0,,34.3,,,,Héroïne
8634,,,,19.1,,,Beige,,,,23,Non,,,,,,13.2,BH4,,,0,,37,,,,Héroïne
8635,,,,18.4,,,Beige,,,,25.6,Non,,,,,,13.6,BH6,,,0,,36,,,,Héroïne
8636,,,,19.4,,,Beige,,,,21.7,Non,,,,,,13.9,BH7,,,0,,36.8,,,,Héroïne
8637,,,,18.2,,,Beige,,,,24.4,Non,,,,,,13.5,BH3,,,0,,35.3,,,,Héroïne
8639,,,,18.2,,,Beige,,,,24.4,Non,,,,,,13.5,BH5,,,0,,35.3,,,,Héroïne
8640,,,,18.2,,,Beige,,,,24.4,Non,,,,,,13.5,BH8,,,0,,35.3,,,,Héroïne
8641,,,,21.8,,,Beige,,,,19.5,Non,,,,,,11.7,KH4,,,0,,34.3,,,,Héroïne
8642,,,,21.8,,,Beige,,,,19.5,Non,,,,,,11.7,KH5,,,0,,34.3,,,,Héroïne
8643,,,,21.8,,,Beige,,,,19.5,Non,,,,,,11.7,KH6,,,0,,34.3,,,,Héroïne
8644,,,,22.3,,,Beige,,,,19.4,Non,,,,,,11.9,KH2,,,0,,35.5,,,,Héroïne
8703,,,,23.52,,,Marron,,,,17,Non,,,2.48,,,9.86,E1,,,0,,40.34,,,,Héroïne
8704,,,,23.52,,,Marron,,,,17,Non,,,2.48,,,9.86,E1,,,0,,40.34,,,,Héroïne
8705,,,,23.52,,,Marron,,,,17,Non,,,2.48,,,9.86,E1,,,0,,40.34,,,,Héroïne
8706,,,,23.52,,,Marron,,,,17,Non,,,2.48,,,9.86,E1,,,0,,40.34,,,,Héroïne
8707,,,,23.52,,,Marron,,,,17,Non,,,2.48,,,9.86,E1,,,0,,40.34,,,,Héroïne
8713,,,,25.5,,,Marron,,,,11.6,Non,,,2.1,,,11.6,E1,,,0,,50.3,,,,Héroïne
8816,,5,,12,,,Beige,,,,48,Non,,,,3,,,01-1,,20,0,,,,,,Héroïne
8817,,5,,12,,,Beige,,,,48,Non,,,,3,,,02-1,,20,0,,,,,,Héroïne
8841,,,,26.3,,,Beige,,,,10.2,Non,,,,,,8.1,1,,,0,,53.6,,,,Héroïne
8842,,,,,,47.2,Blanche,,,,0,Non,,,,,,,2,,,0,,,25.4,,,Héroïne
8853,,,,26.4,,,Marron,,,,7.2,Non,,,,,,5.2,F5,,,0,,53.1,,,,Héroïne
8854,,,,24.3,,,Marron,,,,8.3,Non,,,,,,6.9,SG3,,,0,,51.9,,,,Héroïne
8855,,,,4.2,,,Marron,,,,43.4,Non,,,,,,24.9,s12,,,0,,11.9,,,,Héroïne
8896,,,,19.8,,,Marron,,,,10.9,Non,,,,,,,12,,,0,,39.1,,,,Héroïne
8897,,,,19.8,,,Marron,,,,10.9,Non,,,,,,,20,,,0,,39.1,,,,Héroïne
8898,,,,19.8,,,Marron,,,,10.9,Non,,,,,,,32,,,0,,39.1,,,,Héroïne
8899,,,,19.8,,,Marron,,,,10.9,Non,,,,,,,50,,,0,,39.1,,,,Héroïne
8900,,,,19.8,,,Marron,,,,10.9,Non,,,,,,,72,,,0,,39.1,,,,Héroïne
8901,,,,19.8,,,Marron,,,,10.9,Non,,,,,,,82,,,0,,39.1,,,,Héroïne
8962,,,,33,,,Beige,,,,0,Non,,,,,,,C4-3,,,0,,69.1,,,,Héroïne
8963,,,,33,,,Beige,,,,0,Non,,,,,,,C4-5,,,0,,69.1,,,,Héroïne
8964,,,,33,,,Beige,,,,0,Non,,,,,,,C4-8,,,0,,69.1,,,,Héroïne
8965,,,,33,,,Beige,,,,0,Non,,,,,,,C4-43,,,0,,69.1,,,,Héroïne
8966,,,,33,,,Beige,,,,0,Non,,,,,,,C4-44,,,0,,69.1,,,,Héroïne
8967,,,,33,,,Beige,,,,0,Non,,,,,,,C4-45,,,0,,69.1,,,,Héroïne
8968,,,,25.8,,,Beige,,,,10.2,Non,,,,,,7.5,HZ41,,,0,,51.9,,,,Héroïne
8969,,,,25.8,,,Beige,,,,10.2,Non,,,,,,7.5,DC6-2,,,0,,51.9,,,,Héroïne
8970,,,,25.8,,,Beige,,,,10.2,Non,,,,,,7.5,DC9-1,,,0,,51.9,,,,Héroïne
8971,,,,25.8,,,Beige,,,,10.2,Non,,,,,,7.5,DC9-3,,,0,,51.9,,,,Héroïne
8972,,,,25.8,,,Beige,,,,10.2,Non,,,,,,7.5,DC9-4,,,0,,51.9,,,,Héroïne
8973,,,,25.8,,,Beige,,,,10.2,Non,,,,,,7.5,DC9-5,,,0,,51.9,,,,Héroïne
8974,,,,25.8,,,Beige,,,,10.2,Non,,,,,,7.5,DC9-6,,,0,,51.9,,,,Héroïne
8975,,,,25.8,,,Beige,,,,10.2,Non,,,,,,7.5,DC10-1,,,0,,51.9,,,,Héroïne
8976,,,,25.8,,,Beige,,,,10.2,Non,,,,,,7.5,DC10-2,,,0,,51.9,,,,Héroïne
8977,,,,0,,,Beige,,,,40.9,Non,,,,,,26.4,C4-11,,,0,,6.3,,,,Héroïne
8978,,,,18.9,,,Beige,,,,20.4,Non,,,,,,15.7,C4-18,,,0,,36.6,,,,Héroïne
8979,,,,22.2,,,Beige,,,,14.6,Non,,,,,,10.9,C4-15,,,0,,45.8,,,,Héroïne
8980,,,,22.2,,,Beige,,,,14.6,Non,,,,,,10.9,C4-16,,,0,,45.8,,,,Héroïne
8981,,,,22.2,,,Beige,,,,14.6,Non,,,,,,10.9,C4-17,,,0,,45.8,,,,Héroïne
8982,,,,25.2,,,Beige,,,,10.8,Non,,,,,,7.6,DC6-1,,,0,,50.8,,,,Héroïne
8983,,,,25.2,,,Beige,,,,10.8,Non,,,,,,7.6,DC10-3,,,0,,50.8,,,,Héroïne
8984,,,,25.2,,,Beige,,,,10.8,Non,,,,,,7.6,DC10-4,,,0,,50.8,,,,Héroïne
8985,,,,25.2,,,Beige,,,,10.8,Non,,,,,,7.6,DC11,,,0,,50.8,,,,Héroïne
8986,,,,0,,,Beige,,,,41.3,Non,,,,,,26.8,C4-12,,,0,,0,,,,Héroïne
8987,,,,22.1,,,Beige,,,,13.3,Non,,,,,,9.8,C4-13,,,0,,46.6,,,,Héroïne
8988,,,,27,,,Beige,,,,9.2,Non,,,,,,6.4,DC9-2,,,0,,54,,,,Héroïne
8989,,,,26.9,,,Beige,,,,10.1,Non,,,,,,6.9,DC9-7,,,0,,54.5,,,,Héroïne
8990,,,,31.8,,,Beige,,,,0,Non,,,,,,0,DC14,,,0,,65.4,,,,Héroïne
9001,,,,29,,,Beige,,,,3,Non,,,,,,3,21_115417,,,0,,57,,,,Héroïne
9002,,,,29,,,Beige,,,,3,Non,,,,,,3,21_115418,,,0,,57,,,,Héroïne
9003,,,,29,,,Beige,,,,3,Non,,,,,,3,21_115419,,,0,,57,,,,Héroïne
9050,,,,25,,,Beige,,,,24,Non,,,,,,13,21_115396,,,0,,38,,,,Héroïne
9051,,,,25,,,Beige,,,,24,Non,,,,,,13,21_115397,,,0,,38,,,,Héroïne
9052,,,,25,,,Beige,,,,24,Non,,,,,,13,21_115398,,,0,,38,,,,Héroïne
9053,,,,25,,,Beige,,,,24,Non,,,,,,13,21_115399,,,0,,38,,,,Héroïne
9054,,,,25,,,Beige,,,,24,Non,,,,,,13,21_115407,,,0,,38,,,,Héroïne
9055,,,,28,,,Beige,,,,18,Non,,,,,,8,21_115408,,,0,,43,,,,Héroïne
9056,,,,28,,,Beige,,,,18,Non,,,,,,8,21_115409,,,0,,43,,,,Héroïne
9095,,,,26,,,Beige,,,,23,Non,,,,,,11,21_115407,,,0,,37,,,,Héroïne
9122,,,,,,,Marron,,,,0.9,Non,,,,,,,M1,,,0,,,,,,Héroïne
9123,,,,,,,Marron,,,,0.9,Non,,,,,,,M2,,,0,,,,,,Héroïne
9124,,,,,,,Marron,,,,0.9,Non,,,,,,,M3,,,0,,,,,,Héroïne
9125,,,,,,,Marron,,,,0.9,Non,,,,,,,M4,,,0,,,,,,Héroïne
9126,,,,,,,Marron,,,,0.9,Non,,,,,,,M5,,,0,,,,,,Héroïne
9127,,,,,,,Marron,,,,0.9,Non,,,,,,,M6,,,0,,,,,,Héroïne
9128,,,,,,,Marron,,,,0.9,Non,,,,,,,M7,,,0,,,,,,Héroïne
9129,,,,,,,Marron,,,,0.9,Non,,,,,,,M8,,,0,,,,,,Héroïne
9130,,,,,,,Marron,,,,0.8,Non,,,,,,,B9,,,0,,,,,,Héroïne
9131,,,,,,,Marron,,,,0.8,Non,,,,,,,B10,,,0,,,,,,Héroïne
9132,,,,,,,Marron,,,,0.8,Non,,,,,,,B11,,,0,,,,,,Héroïne
9133,,,,,,,Marron,,,,1,Non,,,,,,,R12,,,0,,,,,,Héroïne
9134,,,,,,,Marron,,,,2.5,Non,,,,,,,M13,,,0,,,,,,Héroïne
9135,,,,,,,Marron,,,,2.5,Non,,,,,,,M14,,,0,,,,,,Héroïne
9136,,,,,,,Marron,,,,2.5,Non,,,,,,,M15,,,0,,,,,,Héroïne
9137,,,,,,,Marron,,,,2.5,Non,,,,,,,M16,,,0,,,,,,Héroïne
9138,,,,,,,Marron,,,,2.5,Non,,,,,,,M17,,,0,,,,,,Héroïne
9139,,,,,,,Marron,,,,2.5,Non,,,,,,,M18,,,0,,,,,,Héroïne
9140,,,,,,,Marron,,,,2.5,Non,,,,,,,M19,,,0,,,,,,Héroïne
9141,,,,,,,Marron,,,,2.5,Non,,,,,,,M20,,,0,,,,,,Héroïne
9142,,,,,,,Marron,,,,2.5,Non,,,,,,,M21,,,0,,,,,,Héroïne
9143,,,,,,,Marron,,,,2.5,Non,,,,,,,M22,,,0,,,,,,Héroïne
9144,,,,,,,Marron,,,,2.5,Non,,,,,,,M23,,,0,,,,,,Héroïne
9145,,,,,,,Marron,,,,2.5,Non,,,,,,,M24,,,0,,,,,,Héroïne
9146,,,,,,,Marron,,,,2.5,Non,,,,,,,M25,,,0,,,,,,Héroïne
9147,,,,,,,Marron,,,,2.5,Non,,,,,,,M26,,,0,,,,,,Héroïne
9148,,,,,,,Marron,,,,2.5,Non,,,,,,,M27,,,0,,,,,,Héroïne
9149,,,,,,,Marron,,,,2.5,Non,,,,,,,M28,,,0,,,,,,Héroïne
9150,,,,,,,Marron,,,,2.5,Non,,,,,,,M29,,,0,,,,,,Héroïne
9151,,,,,,,Marron,,,,2.5,Non,,,,,,,M30,,,0,,,,,,Héroïne
9152,,,,,,,Marron,,,,2.5,Non,,,,,,,O31,,,0,,,,,,Héroïne
9153,,,,,,,Marron,,,,2.5,Non,,,,,,,O32,,,0,,,,,,Héroïne
9154,,,,,,,Marron,,,,2,Non,,,,,,,B33,,,0,,,,,,Héroïne
9155,,,,,,,Marron,,,,2,Non,,,,,,,B34,,,0,,,,,,Héroïne
9156,,,,,,,Marron,,,,2,Non,,,,,,,B35,,,0,,,,,,Héroïne
9157,,,,,,,Marron,,,,2,Non,,,,,,,B36,,,0,,,,,,Héroïne
9158,,,,,,,Marron,,,,2,Non,,,,,,,B37,,,0,,,,,,Héroïne
9159,,,,,,,Marron,,,,2.3,Non,,,,,,,B39,,,0,,,,,,Héroïne
9160,,,,,,,Marron,,,,2.3,Non,,,,,,,B40,,,0,,,,,,Héroïne
9161,,,,,,,Marron,,,,2.3,Non,,,,,,,B41,,,0,,,,,,Héroïne
9162,,,,,,,Marron,,,,2.3,Non,,,,,,,B42,,,0,,,,,,Héroïne
9163,,,,,,,Marron,,,,2.3,Non,,,,,,,B43,,,0,,,,,,Héroïne
9164,,,,,,,Marron,,,,2.3,Non,,,,,,,B44,,,0,,,,,,Héroïne
9165,,,,,,,Marron,,,,2.3,Non,,,,,,,B45,,,0,,,,,,Héroïne
9166,,,,,,,Marron,,,,2.3,Non,,,,,,,B46,,,0,,,,,,Héroïne
9167,,,,,,,Marron,,,,2.3,Non,,,,,,,B47,,,0,,,,,,Héroïne
9168,,,,,,,Marron,,,,2.3,Non,,,,,,,B48,,,0,,,,,,Héroïne
9169,,,,,,,Marron,,,,2.3,Non,,,,,,,B49,,,0,,,,,,Héroïne
9170,,,,,,,Marron,,,,2.3,Non,,,,,,,B50,,,0,,,,,,Héroïne
9171,,,,,,,Marron,,,,2.3,Non,,,,,,,B51,,,0,,,,,,Héroïne
9172,,,,,,,Marron,,,,2.3,Non,,,,,,,B52,,,0,,,,,,Héroïne
9173,,,,,,,Marron,,,,2.3,Non,,,,,,,B53,,,0,,,,,,Héroïne
9174,,,,,,,Marron,,,,2.3,Non,,,,,,,O54,,,0,,,,,,Héroïne
9175,,,,,,,Marron,,,,2.3,Non,,,,,,,O57,,,0,,,,,,Héroïne
9176,,,,,,,Marron,,,,2.3,Non,,,,,,,O58,,,0,,,,,,Héroïne
9177,,,,,,,Marron,,,,2.3,Non,,,,,,,O60,,,0,,,,,,Héroïne
9178,,,,,,,Marron,,,,2.3,Non,,,,,,,O61,,,0,,,,,,Héroïne
9179,,,,,,,Marron,,,,2.3,Non,,,,,,,O62,,,0,,,,,,Héroïne
9180,,,,,,,Marron,,,,2.7,Non,,,,,,,M64,,,0,,,,,,Héroïne
9181,,,,,,,Marron,,,,2.7,Non,,,,,,,M65,,,0,,,,,,Héroïne
9182,,,,,,,Marron,,,,4.9,Non,,,,,,,O55,,,0,,,,,,Héroïne
9183,,,,,,,Marron,,,,4.9,Non,,,,,,,O56,,,0,,,,,,Héroïne
9184,,,,,,,Marron,,,,4.9,Non,,,,,,,O59,,,0,,,,,,Héroïne
9185,,,,,,,Marron,,,,4.9,Non,,,,,,,O63,,,0,,,,,,Héroïne
9285,,,,28.5,,,Beige,,,,7.8,Non,,,1.2,,,3.9,015971,,,0,,56.4,,,,Héroïne
9346,,,,33.6,,,Beige,,,,0,Non,,,,,,,2,,,0,,67.8,,,,Héroïne
9347,,,,33.6,,,Beige,,,,0,Non,,,,,,,3,,,0,,67.8,,,,Héroïne
9384,,,,26.4,,,Beige,,,,10.2,Non,,,,,,6.6,1-1,,,0,,54.3,,,,Héroïne
9385,,,,26.6,,,Beige,,,,10.3,Non,,,,,,7,1-2,,,0,,55.3,,,,Héroïne
9386,,,,26.6,,,Beige,,,,10.3,Non,,,,,,7,1-3,,,0,,55.3,,,,Héroïne
9387,,,,24.8,,,Beige,,,,12.1,Non,,,,,,7.9,1-4,,,0,,51.6,,,,Héroïne
9433,,,,28.5,,,Beige,,,,7.3,Non,,,,,,3.8,15716,,1.6,0,,52.1,,,,Héroïne
9434,,,,6.7,,,Marron,,,,38.4,Oui,,,,,PELIKAN,18,15711,,4.5,0,,16.3,,,,Héroïne
9435,,,,6,,,Marron,,,,26,Oui,,,,,KORES,24,15712,,16.3,0,,9.3,,,,Héroïne
9436,,,,8.1,,,Marron,,,,34.5,Non,,,,,,22.4,15713,,7.2,0,,13.6,,,,Héroïne
9438,,,,6.8,,,Marron,,,,40.7,Non,,,,,,23,15715,,4.9,0,,12.4,,,,Héroïne
9439,,,,29.5,,,Beige,,,,1.9,Non,,,,,,1.9,15717,,1.1,0,,61.4,,,,Héroïne
9440,,,,32.8,,,Beige,,,,0.4,Non,,,,,,0.6,15718,,1.5,0,,66.1,,,,Héroïne
9441,,,,33.5,,,Beige,,,,0.4,Non,,,,,,0,15719,,1.3,0,,66,,,,Héroïne
9442,,,,30.4,,,Beige,,,,2.8,Non,,,,,,2.6,15720,,2.1,0,,62.3,,,,Héroïne
9443,,,,30.2,,,Beige,,,,2.9,Non,,,,,,3,15721,,1.7,0,,62.6,,,,Héroïne
9444,,,,29.3,,,Beige,,,,1.8,Non,,,,,,1.6,15722,,1.2,0,,62.1,,,,Héroïne
9445,,,,34.2,,,Beige,,,,1.6,Non,,,,,,2.3,15723,,2.3,0,,58.7,,,,Héroïne
9446,,,,34.7,,,Beige,,,,1.2,Non,,,,,,2.1,15724,,2.4,0,,58.7,,,,Héroïne
9447,,,,29.5,,,Beige,,,,9.1,Non,,,,,,5.9,15725,,2.7,0,,49.8,,,,Héroïne
9448,,,,35,,,Beige,,,,2.8,Non,,,,,,2.4,15726,,1.5,0,,59.1,,,,Héroïne
9449,,,,30.6,,,Beige,,,,6.1,Non,,,,,,3.9,15727,,3.2,0,,51.8,,,,Héroïne
9450,,,,29.3,,,Beige,,,,9.1,Non,,,,,,6.1,15728,,2.9,0,,49.6,,,,Héroïne
9451,,,,29.3,,,Beige,,,,8.7,Non,,,,,,6.4,15729,,3.2,0,,49.3,,,,Héroïne
9452,,,,29,,,Beige,,,,9.3,Non,,,,,,6.1,15730,,3,0,,49.1,,,,Héroïne
9453,,,,30.9,,,Beige,,,,5,Non,,,,,,4.1,15731,,3.5,0,,53.6,,,,Héroïne
9454,,,,34.9,,,Beige,,,,1.7,Non,,,,,,2.1,15731,,2,0,,59.1,,,,Héroïne
9455,,,,30.7,,,Beige,,,,5.4,Non,,,,,,3.6,15733,,3.3,0,,52.8,,,,Héroïne
9456,,,,29.8,,,Beige,,,,8.7,Non,,,,,,5.7,15734,,2.8,0,,50,,,,Héroïne
9457,,,,29.6,,,Beige,,,,8.2,Non,,,,,,5.9,15735,,3,0,,50.4,,,,Héroïne
9458,,,,34.7,,,Beige,,,,2.6,Non,,,,,,2.8,15736,,2.2,0,,58.8,,,,Héroïne
9459,,,,30.6,,,Beige,,,,7.3,Non,,,,,,5.3,15737,,3.1,0,,51.5,,,,Héroïne
9460,,,,36.2,,,Beige,,,,2.5,Non,,,,,,2.1,15738,,1.3,0,,60.8,,,,Héroïne
9485,,,,18.8,,,Beige,,,,24,Non,,,,,,10.5,SKH,,,0,,38.8,,,,Héroïne
9488,,,,22.3,,,Beige,,,,11.8,Non,,,,,,6.5,5797,,,0,,51,,,,Héroïne
9521,,,,23.3,,,Beige,,,,15.5,Non,,,,,,6.9,H,,,0,,48.8,,,,Héroïne
9574,,,,35.3,,,Beige,,,,0,Non,,,,,,,2,,,0,,72.5,,,,Héroïne
9575,,,,,,,Beige,,,,60.9,Non,,,,,,22.9,1,,,0,,,,,,Héroïne
9576,,,,20.8,,,Beige,,,,25.7,Non,,,,,,12,122,,,0,,33.7,,,,Héroïne
9577,,,,23.8,,,Beige,,,,6,Non,,,,,,7.6,1,,,0,,51.4,,,,Héroïne
9578,,,,8.5,,,Beige,,,,16.3,Non,,,,,,15.9,5,,,0,,34.7,,,,Héroïne
9579,,,,25.4,,,Beige,,,,0,Non,,,,,,7.1,9,,,0,,54.1,,,,Héroïne
9581,,,,3.9,,,Beige,,,,54.8,Non,,,,,,23.5,MAT,,,0,,7.4,,,,Héroïne
9672,,,,30.1,,,Beige,,,,0,Non,,,,,,4.8,1-1,,,0,,60.2,,,,Héroïne
9673,,,,30.1,,,Beige,,,,0,Non,,,,,,4.8,1-2,,,0,,60.2,,,,Héroïne
9674,,,,30.1,,,Beige,,,,0,Non,,,,,,4.8,1-3,,,0,,60.2,,,,Héroïne
9675,,,,30.1,,,Beige,,,,0,Non,,,,,,4.8,1-4,,,0,,60.2,,,,Héroïne
9676,,,,30.1,,,Beige,,,,0,Non,,,,,,4.8,1-5,,,0,,60.2,,,,Héroïne
9677,,,,30.1,,,Beige,,,,0,Non,,,,,,4.8,1-6,,,0,,60.2,,,,Héroïne
9678,,,,30.1,,,Beige,,,,0,Non,,,,,,4.8,1-7,,,0,,60.2,,,,Héroïne
9681,,,,10.4,,,Beige,,,,53.1,Non,,,,,,5.7,1,,,0,,,,,,Héroïne
9697,,,,22.6,,,Beige,,,,10.4,Non,,,,,,9.6,1,,,0,,48,,,,Héroïne
9771,,,,35.9,,,Marron,,,,6.2,Non,,,,,,0,19,,,0,,54.6,,,,Héroïne
9772,,,,33.6,,,Marron,,,,5.1,Non,,,,,,0,31,,,0,,50.7,,,,Héroïne
9774,,,,35.2,,,Marron,,,,6.3,Non,,,,,,0,35,,,0,,53.8,,,,Héroïne
9775,,,,30.2,,,Marron,,,,9.9,Non,,,,,,6.9,36-1,,,0,,49.9,,,,Héroïne
9782,,,,22.6,,,Marron,,,,15.8,Non,,,,,,8.4,8-1,,,0,,46.8,,,,Héroïne
9783,,,,22.6,,,Marron,,,,15.8,Non,,,,,,8.4,8-2,,,0,,46.8,,,,Héroïne
9785,,,,20.9,,,Marron,,,,16.8,Non,,,,,,7.7,10,,,0,,48.4,,,,Héroïne
9786,,,,31.3,,,Beige,,,,7.9,Non,,,,,,5.2,1,,,0,,54.5,,,,Héroïne
9787,,,,9.4,,,Beige,,,,37.9,Non,,,,,,19.8,3,,,0,,18.5,,,,Héroïne
9843,,,,0,,,Beige,,,,0,Non,,,,,,,1,,,0,,2.8,,,,Héroïne
9852,,,,,,,Marron,,,,12,Non,,,,,,,4,,,0,,,,,,Héroïne
9926,,,,15.2,,,,Armature de valise en PVC,,,23.2,Non,,,,,,5.6,2,,,,,,,Objet,,Héroïne
9930,,,,18.5,,,Beige,,,,21.4,Non,,,,,,11.8,1,,,0,,38.1,,,,Héroïne
9941,,,,25.8,,,Beige,,,,10.2,Non,,,,,,7.5,DC11,,,0,,51.9,,,,Héroïne
9942,,,,25.8,,,Beige,,,,10.2,Non,,,,,,7.5,DC6-1,,,0,,51.9,,,,Héroïne
9961,,,,25.2,,,Beige,,,,10.8,Non,,,,,,7.6,DC9-2,,,0,,50.8,,,,Héroïne
10002,,,,29.4,,,Beige,,,,4.4,Non,,,,,,2.4,-,1.5,,0,,58.8,,,,Héroïne
10003,,,,29.4,,,Beige,,,,4.4,Non,,,,,,2.4,P1 B1,1.5,,0,,58.8,,,,Héroïne
10004,,,,29.4,,,Beige,,,,4.4,Non,,,,,,2.4,P1 B2,1.5,,0,,58.8,,,,Héroïne
10005,,,,29.4,,,Beige,,,,4.4,Non,,,,,,2.4,P1  B3,1.5,,0,,58.8,,,,Héroïne
10006,,,,29.4,,,Beige,,,,4.4,Non,,,,,,2.4,P2,1.5,,0,,58.8,,,,Héroïne
10099,,,,49.5,,,Beige,,,,12.4,Non,,,,,,,1,,,0,,,,,,Héroïne
10100,,,,29.2,,,Beige,,,,11.5,Non,,,,,,,1,,,0,,47.3,,,,Héroïne
10107,,,,25.7,,,Beige,,,,0,Non,,,,,,5.3,STUPS-4,,,0,,56.4,,,,Héroïne
10134,,,,6.9,,,Beige,,,,58,Non,,,,,,4,TDS1-1,,,0,,,,,,Héroïne
10135,,,,6.9,,,Beige,,,,58,Non,,,,,,4,TDS1-2,,,0,,,,,,Héroïne
10136,,,,6.9,,,Beige,,,,58,Non,,,,,,4,TDS1-3,,,0,,,,,,Héroïne
10137,,,,6.9,,,Beige,,,,58,Non,,,,,,4,TDS1-4,,,0,,,,,,Héroïne
10138,,,,6.9,,,Beige,,,,58,Non,,,,,,4,TDS1-5,,,0,,,,,,Héroïne
10148,,,,28.5,,,Marron,,,,15.9,Non,,,,,,8.8,1,,,0,,38,,,,Héroïne
10149,,,,28.5,,,Marron,,,,15.9,Non,,,,,,8.8,4,,,0,,38,,,,Héroïne
10150,,,,28.5,,,Marron,,,,15.9,Non,,,,,,8.8,6S,,,0,,38,,,,Héroïne
10151,,,,28.5,,,Marron,,,,15.9,Non,,,,,,8.8,25,,,0,,38,,,,Héroïne
10152,,,,26.1,,,Marron,,,,14.5,Non,,,,,,9,6l,,,0,,43,,,,Héroïne
10153,,,,26.1,,,Marron,,,,14.5,Non,,,,,,9,9,,,0,,43,,,,Héroïne
10154,,,,26.1,,,Marron,,,,14.5,Non,,,,,,9,10,,,0,,43,,,,Héroïne
10155,,,,26.1,,,Marron,,,,14.5,Non,,,,,,9,11,,,0,,43,,,,Héroïne
10156,,,,26.1,,,Marron,,,,14.5,Non,,,,,,9,12,,,0,,43,,,,Héroïne
10157,,,,20.5,,,Marron,,,,19.7,Non,,,,,,12,S10,,,0,,39.1,,,,Héroïne
10167,,,,19.7,,,Marron,,,,10.8,Non,,,,,,,20,,,0,,38.8,,,,Héroïne
10168,,,,19.7,,,Marron,,,,10.9,Non,,,,,,,32,,,0,,38.9,,,,Héroïne
